#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.003119   0.000103 
   5.24749   0.002922   0.000073 
   5.27773   0.003069   0.000070 
   5.30797   0.003091   0.000057 
   5.33821   0.002993   0.000057 
   5.36846   0.002879   0.000054 
   5.39870   0.002918   0.000057 
   5.42894   0.002988   0.000090 
   5.45918   0.002924   0.000058 
   5.48942   0.002873   0.000048 
   5.51967   0.002690   0.000044 
   5.54991   0.002640   0.000052 
   5.58015   0.002682   0.000072 
   5.61039   0.002655   0.000052 
   5.64063   0.002550   0.000073 
   5.67088   0.002609   0.000072 
   5.70112   0.002636   0.000062 
   5.73136   0.002504   0.000049 
   5.76160   0.002394   0.000052 
   5.79184   0.002534   0.000080 
   5.82209   0.002509   0.000090 
   5.85233   0.002545   0.000083 
   5.88257   0.002524   0.000069 
   5.91281   0.002589   0.000048 
   5.94305   0.002778   0.000062 
   5.97330   0.002627   0.000079 
   6.00354   0.002542   0.000049 
   6.03378   0.002614   0.000052 
   6.06402   0.002731   0.000047 
   6.09426   0.002761   0.000049 
   6.12451   0.002824   0.000067 
   6.15475   0.002622   0.000047 
   6.18499   0.002580   0.000053 
   6.21523   0.002476   0.000054 
   6.24547   0.002537   0.000055 
   6.27572   0.002604   0.000056 
   6.30596   0.002771   0.000058 
   6.33620   0.002752   0.000057 
   6.36644   0.002698   0.000059 
   6.39668   0.002319   0.000058 
   6.42693   0.002151   0.000065 
   6.45717   0.002259   0.000065 
   6.48741   0.002180   0.000097 
   6.51765   0.002125   0.000055 
   6.54789   0.001994   0.000062 
   6.57814   0.001921   0.000074 
   6.60838   0.002006   0.000073 
   6.63862   0.002029   0.000098 
   6.66886   0.001965   0.000077 
   6.69910   0.002054   0.000068 
   6.72935   0.001996   0.000064 
   6.75959   0.001903   0.000077 
   6.78983   0.001973   0.000110 
   6.82007   0.001925   0.000100 
   6.85031   0.001943   0.000095 
   6.88056   0.002058   0.000098 
   6.91080   0.002095   0.000121 
   6.94104   0.001655   0.000131 
   6.97128   0.001776   0.000122 
   7.00152   0.001642   0.000118 
   7.03177   0.001648   0.000117 
   7.06201   0.001884   0.000094 
   7.09225   0.001671   0.000105 
   7.12249   0.001770   0.000138 
   7.15273   0.001831   0.000089 
   7.18298   0.001822   0.000077 
   7.21322   0.001792   0.000084 
   7.24346   0.001620   0.000107 
   7.27370   0.001708   0.000216 
   7.30394   0.001936   0.000134 
   7.33419   0.002039   0.000129 
   7.36443   0.002075   0.000177 
   7.39467   0.002128   0.000118 
   7.42491   0.001885   0.000116 
   7.45515   0.001936   0.000101 
   7.48540   0.001958   0.000093 
   7.51564   0.002095   0.000091 
   7.57612   0.002068   0.000075 
   7.63660   0.002075   0.000052 
   7.69709   0.002020   0.000063 
   7.75757   0.001780   0.000047 
   7.81805   0.001738   0.000041 
   7.87854   0.001688   0.000048 
   7.93902   0.001672   0.000045 
   7.99951   0.001705   0.000051 
   8.05999   0.001819   0.000050 
   8.12047   0.001738   0.000041 
   8.18096   0.001738   0.000036 
   8.24144   0.001741   0.000038 
   8.30192   0.001499   0.000039 
   8.36241   0.001421   0.000037 
   8.42289   0.001534   0.000049 
   8.48337   0.001595   0.000041 
   8.54386   0.001571   0.000042 
   8.60434   0.001486   0.000048 
   8.66483   0.001392   0.000066 
   8.72531   0.001329   0.000039 
   8.78579   0.001468   0.000045 
   8.84628   0.001287   0.000039 
   8.90676   0.001357   0.000045 
   8.96724   0.001398   0.000057 
   9.02773   0.001337   0.000044 
   9.08821   0.001334   0.000036 
   9.14869   0.001276   0.000044 
   9.20918   0.001309   0.000047 
   9.26966   0.001382   0.000040 
   9.33015   0.001195   0.000038 
   9.39063   0.001251   0.000046 
   9.45111   0.001341   0.000046 
   9.51160   0.001295   0.000058 
   9.57208   0.001327   0.000052 
   9.63256   0.001352   0.000044 
