#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.004367   0.000161 
   5.24749   0.004988   0.000167 
   5.27773   0.004859   0.000160 
   5.30797   0.004762   0.000164 
   5.33821   0.004849   0.000136 
   5.36846   0.004572   0.000171 
   5.39870   0.004350   0.000146 
   5.42894   0.004341   0.000139 
   5.45918   0.004655   0.000143 
   5.48942   0.004510   0.000180 
   5.51967   0.004572   0.000138 
   5.54991   0.004208   0.000141 
   5.58015   0.004169   0.000152 
   5.61039   0.004335   0.000146 
   5.64063   0.004107   0.000144 
   5.67088   0.004092   0.000138 
   5.70112   0.003905   0.000155 
   5.73136   0.003902   0.000126 
   5.76160   0.004016   0.000186 
   5.79184   0.003971   0.000131 
   5.82209   0.003902   0.000126 
   5.85233   0.003892   0.000135 
   5.88257   0.003858   0.000170 
   5.91281   0.004147   0.000194 
   5.94305   0.004162   0.000133 
   5.97330   0.004292   0.000136 
   6.00354   0.004315   0.000133 
   6.03378   0.004277   0.000128 
   6.06402   0.004126   0.000128 
   6.09426   0.004514   0.000131 
   6.12451   0.004656   0.000126 
   6.15475   0.004659   0.000134 
   6.18499   0.004323   0.000136 
   6.21523   0.004526   0.000131 
   6.24547   0.004703   0.000129 
   6.27572   0.004727   0.000135 
   6.30596   0.005129   0.000139 
   6.33620   0.004689   0.000155 
   6.36644   0.004609   0.000164 
   6.39668   0.004431   0.000151 
   6.42693   0.003965   0.000141 
   6.45717   0.003778   0.000146 
   6.48741   0.003425   0.000145 
   6.51765   0.003046   0.000154 
   6.54789   0.003285   0.000169 
   6.57814   0.002987   0.000167 
   6.60838   0.002730   0.000172 
   6.63862   0.002771   0.000172 
   6.66886   0.003125   0.000158 
   6.69910   0.003241   0.000153 
   6.72935   0.002993   0.000161 
   6.75959   0.003148   0.000180 
   6.78983   0.002745   0.000174 
   6.82007   0.002712   0.000181 
   6.85031   0.002571   0.000189 
   6.88056   0.003046   0.000212 
   6.91080   0.003521   0.000191 
   6.94104   0.003302   0.000202 
   6.97128   0.002918   0.000214 
   7.00152   0.003272   0.000225 
   7.03177   0.002919   0.000226 
   7.06201   0.003002   0.000242 
   7.09225   0.002932   0.000223 
   7.12249   0.002843   0.000207 
   7.15273   0.002911   0.000225 
   7.18298   0.003218   0.000206 
   7.21322   0.003276   0.000237 
   7.24346   0.002903   0.000231 
   7.27370   0.002807   0.000238 
   7.30394   0.002683   0.000234 
   7.33419   0.003058   0.000229 
   7.36443   0.003245   0.000242 
   7.39467   0.003279   0.000246 
   7.42491   0.003125   0.000254 
   7.45515   0.003001   0.000268 
   7.48540   0.002850   0.000285 
   7.51564   0.002695   0.000164 
   7.57612   0.003095   0.000150 
   7.63660   0.002905   0.000139 
   7.69709   0.002690   0.000132 
   7.75757   0.002550   0.000121 
   7.81805   0.002775   0.000120 
   7.87854   0.002800   0.000118 
   7.93902   0.002701   0.000122 
   7.99951   0.002972   0.000104 
   8.05999   0.003086   0.000105 
   8.12047   0.002945   0.000103 
   8.18096   0.002859   0.000095 
   8.24144   0.002762   0.000094 
   8.30192   0.002797   0.000105 
   8.36241   0.002623   0.000100 
   8.42289   0.002800   0.000087 
   8.48337   0.002789   0.000092 
   8.54386   0.002817   0.000089 
   8.60434   0.002661   0.000105 
   8.66483   0.002613   0.000099 
   8.72531   0.002702   0.000092 
   8.78579   0.002693   0.000088 
   8.84628   0.002709   0.000094 
   8.90676   0.002638   0.000109 
   8.96724   0.002721   0.000101 
   9.02773   0.002742   0.000106 
   9.08821   0.002657   0.000093 
   9.14869   0.002711   0.000107 
   9.20918   0.002726   0.000092 
   9.26966   0.002559   0.000101 
   9.33015   0.002552   0.000098 
   9.39063   0.002482   0.000103 
   9.45111   0.002356   0.000107 
   9.51160   0.002499   0.000101 
   9.57208   0.002665   0.000100 
   9.63256   0.002273   0.000101 
   9.69305   0.002376   0.000101 
   9.75353   0.002421   0.000124 
