#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.001500   0.000082 
   5.24749   0.001590   0.000083 
   5.27773   0.001346   0.000151 
   5.30797   0.001155   0.000072 
   5.33821   0.001229   0.000071 
   5.36846   0.001148   0.000070 
   5.39870   0.000978   0.000076 
   5.42894   0.001031   0.000065 
   5.45918   0.001215   0.000068 
   5.48942   0.001055   0.000063 
   5.51967   0.001197   0.000082 
   5.54991   0.001049   0.000059 
   5.58015   0.001163   0.000057 
   5.61039   0.001213   0.000063 
   5.64063   0.001337   0.000064 
   5.67088   0.001188   0.000064 
   5.70112   0.001190   0.000082 
   5.73136   0.000954   0.000057 
   5.76160   0.000916   0.000083 
   5.79184   0.000893   0.000108 
   5.82209   0.000928   0.000102 
   5.85233   0.000916   0.000059 
   5.88257   0.000961   0.000058 
   5.91281   0.000959   0.000057 
   5.94305   0.000898   0.000139 
   5.97330   0.000963   0.000095 
   6.00354   0.001132   0.000063 
   6.03378   0.001268   0.000058 
   6.06402   0.001311   0.000069 
   6.09426   0.001398   0.000117 
   6.12451   0.001399   0.000066 
   6.15475   0.001461   0.000064 
   6.18499   0.001351   0.000093 
   6.21523   0.000996   0.000077 
   6.24547   0.001054   0.000083 
   6.27572   0.000993   0.000063 
   6.30596   0.001160   0.000066 
   6.33620   0.001586   0.000074 
   6.36644   0.001301   0.000077 
   6.39668   0.000830   0.000086 
   6.42693   0.000776   0.000085 
   6.45717   0.000624   0.000082 
   6.48741   0.000860   0.000070 
   6.51765   0.000898   0.000071 
   6.54789   0.001033   0.000073 
   6.57814   0.000629   0.000091 
   6.60838   0.000665   0.000140 
   6.63862   0.000590   0.000128 
   6.66886   0.000839   0.000103 
   6.69910   0.000887   0.000075 
   6.72935   0.000706   0.000073 
   6.75959   0.000707   0.000075 
   6.78983   0.000646   0.000095 
   6.82007   0.000740   0.000080 
   6.85031   0.001208   0.000095 
   6.88056   0.001145   0.000090 
   6.91080   0.001021   0.000129 
   6.94104   0.001316   0.000102 
   6.97128   0.000694   0.000198 
   7.00152   0.000555   0.000102 
   7.03177   0.000708   0.000095 
   7.06201   0.001012   0.000097 
   7.09225   0.000779   0.000094 
   7.12249   0.000880   0.000089 
   7.15273   0.000916   0.000093 
   7.18298   0.000842   0.000083 
   7.21322   0.000943   0.000083 
   7.24346   0.000794   0.000089 
   7.27370   0.000829   0.000093 
   7.30394   0.000768   0.000093 
   7.33419   0.000836   0.000103 
   7.36443   0.000666   0.000125 
   7.39467   0.000560   0.000099 
   7.42491   0.000821   0.000103 
   7.45515   0.000857   0.000095 
   7.48540   0.001004   0.000233 
   7.51564   0.000606   0.000074 
   7.57612   0.000797   0.000084 
   7.63660   0.000880   0.000055 
   7.69709   0.000751   0.000049 
   7.75757   0.000644   0.000035 
   7.81805   0.000833   0.000031 
   7.87854   0.000754   0.000031 
   7.93902   0.000640   0.000034 
   7.99951   0.000795   0.000042 
   8.05999   0.000904   0.000036 
   8.12047   0.000907   0.000040 
   8.18096   0.000815   0.000037 
   8.24144   0.000855   0.000036 
   8.30192   0.000871   0.000035 
   8.36241   0.000894   0.000060 
   8.42289   0.000996   0.000063 
   8.48337   0.001005   0.000049 
   8.54386   0.000890   0.000051 
   8.60434   0.000903   0.000036 
   8.66483   0.000806   0.000031 
   8.72531   0.000961   0.000025 
   8.78579   0.000802   0.000024 
   8.84628   0.000936   0.000029 
   8.90676   0.001002   0.000033 
   8.96724   0.000947   0.000029 
   9.02773   0.001038   0.000033 
   9.08821   0.001013   0.000036 
   9.14869   0.000920   0.000025 
   9.20918   0.000860   0.000036 
   9.26966   0.000925   0.000032 
   9.33015   0.000805   0.000045 
   9.39063   0.000845   0.000036 
   9.45111   0.000928   0.000030 
   9.51160   0.000886   0.000036 
   9.57208   0.000891   0.000030 
   9.63256   0.000888   0.000030 
   9.69305   0.000876   0.000033 
   9.75353   0.000918   0.000038 
   9.81401   0.000820   0.000038 
   9.87450   0.000740   0.000037 
   9.93498   0.000726   0.000040 
   9.99547   0.000763   0.000034 
  10.05595   0.000845   0.000030 
  10.11643   0.000904   0.000031 
  10.17692   0.000953   0.000034 
  10.23740   0.000805   0.000035 
  10.29788   0.000776   0.000032 
  10.35837   0.000753   0.000032 
  10.41885   0.000682   0.000034 
  10.47933   0.000688   0.000037 
  10.53982   0.000767   0.000036 
  10.60030   0.000733   0.000041 
  10.66079   0.000676   0.000040 
  10.72127   0.000638   0.000037 
  10.78175   0.000662   0.000034 
  10.84224   0.000678   0.000046 
  10.90272   0.000663   0.000049 
