#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.005736   0.000179 
   5.24749   0.006185   0.000173 
   5.27773   0.006104   0.000179 
   5.30797   0.005741   0.000185 
   5.33821   0.005942   0.000175 
   5.36846   0.005825   0.000149 
   5.39870   0.005889   0.000151 
   5.42894   0.005707   0.000151 
   5.45918   0.005924   0.000140 
   5.48942   0.005634   0.000145 
   5.51967   0.005871   0.000132 
   5.54991   0.005636   0.000133 
   5.58015   0.005819   0.000138 
   5.61039   0.005789   0.000137 
   5.64063   0.005749   0.000131 
   5.67088   0.005588   0.000134 
   5.70112   0.005378   0.000127 
   5.73136   0.005495   0.000123 
   5.76160   0.005361   0.000124 
   5.79184   0.005374   0.000127 
   5.82209   0.005382   0.000125 
   5.85233   0.005345   0.000132 
   5.88257   0.005193   0.000127 
   5.91281   0.005318   0.000129 
   5.94305   0.005361   0.000138 
   5.97330   0.005511   0.000136 
   6.00354   0.005562   0.000143 
   6.03378   0.005333   0.000137 
   6.06402   0.005569   0.000138 
   6.09426   0.005651   0.000145 
   6.12451   0.005515   0.000136 
   6.15475   0.005503   0.000135 
   6.18499   0.005674   0.000132 
   6.21523   0.005388   0.000132 
   6.24547   0.005542   0.000140 
   6.27572   0.005362   0.000172 
   6.30596   0.005535   0.000136 
   6.33620   0.005483   0.000163 
   6.36644   0.005338   0.000166 
   6.39668   0.005293   0.000166 
   6.42693   0.005088   0.000149 
   6.45717   0.004730   0.000146 
   6.48741   0.004582   0.000159 
   6.51765   0.004764   0.000176 
   6.54789   0.004342   0.000174 
   6.57814   0.004117   0.000172 
   6.60838   0.004246   0.000177 
   6.63862   0.004493   0.000219 
   6.66886   0.004431   0.000178 
   6.69910   0.004330   0.000178 
   6.72935   0.004442   0.000157 
   6.75959   0.004202   0.000175 
   6.78983   0.003962   0.000178 
   6.82007   0.003940   0.000203 
   6.85031   0.004104   0.000197 
   6.88056   0.004123   0.000375 
   6.91080   0.003967   0.000223 
   6.94104   0.004429   0.000362 
   6.97128   0.003944   0.000267 
   7.00152   0.004248   0.000241 
   7.03177   0.003948   0.000227 
   7.06201   0.004145   0.000263 
   7.09225   0.004289   0.000249 
   7.12249   0.004425   0.000221 
   7.15273   0.004158   0.000203 
   7.18298   0.004198   0.000219 
   7.21322   0.004125   0.000262 
   7.24346   0.004011   0.000250 
   7.27370   0.004089   0.000284 
   7.30394   0.003862   0.000246 
   7.33419   0.004095   0.000256 
   7.36443   0.004149   0.000251 
   7.39467   0.004423   0.000241 
   7.42491   0.003986   0.000253 
   7.45515   0.003917   0.000271 
   7.48540   0.003818   0.000281 
   7.51564   0.003853   0.000162 
   7.57612   0.003729   0.000155 
   7.63660   0.003830   0.000146 
   7.69709   0.003833   0.000132 
   7.75757   0.003640   0.000204 
   7.81805   0.003240   0.000157 
   7.87854   0.003265   0.000124 
   7.93902   0.003464   0.000120 
   7.99951   0.003507   0.000108 
   8.05999   0.003355   0.000105 
   8.12047   0.003321   0.000115 
   8.18096   0.003434   0.000103 
   8.24144   0.003459   0.000095 
   8.30192   0.003398   0.000099 
   8.36241   0.003264   0.000099 
   8.42289   0.003222   0.000145 
   8.48337   0.003394   0.000095 
   8.54386   0.003152   0.000105 
   8.60434   0.003121   0.000121 
   8.66483   0.003100   0.000099 
   8.72531   0.003014   0.000101 
   8.78579   0.003037   0.000101 
   8.84628   0.003234   0.000099 
   8.90676   0.003274   0.000120 
   8.96724   0.003130   0.000105 
   9.02773   0.003125   0.000109 
   9.08821   0.003095   0.000118 
   9.14869   0.002975   0.000125 
   9.20918   0.003005   0.000110 
   9.26966   0.003095   0.000117 
   9.33015   0.003033   0.000118 
   9.39063   0.002941   0.000120 
   9.45111   0.003121   0.000158 
   9.51160   0.002970   0.000119 
   9.57208   0.002815   0.000116 
   9.63256   0.002876   0.000115 
   9.69305   0.003129   0.000111 
   9.75353   0.002920   0.000138 
   9.81401   0.002966   0.000140 
   9.87450   0.002894   0.000118 
   9.93498   0.002742   0.000108 
   9.99547   0.002814   0.000106 
  10.05595   0.002810   0.000104 
  10.11643   0.002814   0.000108 
  10.17692   0.002764   0.000108 
  10.23740   0.002668   0.000125 
  10.29788   0.002499   0.000135 
  10.35837   0.002577   0.000115 
  10.41885   0.002689   0.000117 
  10.47933   0.002731   0.000116 
  10.53982   0.002668   0.000120 
  10.60030   0.002580   0.000119 
  10.66079   0.002629   0.000125 
  10.72127   0.002401   0.000123 
  10.78175   0.002403   0.000134 
  10.84224   0.002474   0.000141 
  10.90272   0.002471   0.000149 
  10.96320   0.002360   0.000142 
  11.02369   0.002215   0.000145 
  11.08417   0.002348   0.000143 
  11.14465   0.002380   0.000147 
  11.20514   0.002282   0.000152 
  11.26562   0.002082   0.000150 
  11.32611   0.001937   0.000163 
  11.38659   0.002063   0.000153 
  11.44707   0.001894   0.000158 
  11.50756   0.001952   0.000187 
  11.56804   0.002213   0.000164 
  11.62852   0.002296   0.000167 
  11.68901   0.002079   0.000176 
  11.74949   0.002174   0.000167 
  11.80997   0.002262   0.000171 
  11.87046   0.002114   0.000169 
  11.93094   0.001994   0.000163 
  11.99143   0.002042   0.000204 
  12.05191   0.001714   0.000168 
  12.11239   0.001871   0.000193 
  12.17288   0.001787   0.000166 
  12.23336   0.001795   0.000160 
  12.29384   0.002047   0.000159 
  12.35433   0.001900   0.000162 
  12.41481   0.001856   0.000162 
  12.47529   0.001809   0.000178 
  12.53578   0.001689   0.000173 
  12.59626   0.001854   0.000158 
  12.65675   0.001742   0.000158 
  12.71723   0.001459   0.000160 
  12.77771   0.001570   0.000159 
  12.83820   0.001711   0.000166 
  12.89868   0.001849   0.000174 
  12.95916   0.001711   0.000180 
  13.01965   0.001587   0.000188 
  13.08013   0.001819   0.000189 
  13.14061   0.001766   0.000194 
  13.20110   0.001530   0.000219 
  13.26158   0.001516   0.000211 
  13.32206   0.001899   0.000230 
  13.38255   0.001830   0.000253 
  13.44303   0.001787   0.000229 
  13.50352   0.001449   0.000226 
  13.56400   0.001724   0.000224 
  13.62448   0.001587   0.000231 
  13.68497   0.001537   0.000240 
  13.74545   0.001760   0.000251 
  13.80593   0.001216   0.000271 
  13.86642   0.001580   0.000253 
  13.92690   0.001689   0.000260 
  13.98738   0.001659   0.000263 
  14.04787   0.001443   0.000278 
  14.10835   0.001234   0.000288 
  14.16884   0.001517   0.000301 
