#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.005861   0.000309 
   5.24749   0.006347   0.000276 
   5.27773   0.006280   0.000274 
   5.30797   0.006467   0.000281 
   5.33821   0.006466   0.000280 
   5.36846   0.006170   0.000269 
   5.39870   0.006144   0.000248 
   5.42894   0.006018   0.000247 
   5.45918   0.005901   0.000238 
   5.48942   0.006222   0.000353 
   5.51967   0.006312   0.000240 
   5.54991   0.005894   0.000233 
   5.58015   0.005867   0.000216 
   5.61039   0.006004   0.000263 
   5.64063   0.006161   0.000241 
   5.67088   0.005929   0.000204 
   5.70112   0.005617   0.000192 
   5.73136   0.005477   0.000199 
   5.76160   0.005665   0.000215 
   5.79184   0.005978   0.000242 
   5.82209   0.005483   0.000258 
   5.85233   0.005606   0.000257 
   5.88257   0.005593   0.000212 
   5.91281   0.005641   0.000211 
   5.94305   0.005555   0.000224 
   5.97330   0.005743   0.000211 
   6.00354   0.005749   0.000229 
   6.03378   0.005741   0.000225 
   6.06402   0.005436   0.000236 
   6.09426   0.005711   0.000283 
   6.12451   0.006167   0.000236 
   6.15475   0.006020   0.000213 
   6.18499   0.005627   0.000227 
   6.21523   0.005992   0.000240 
   6.24547   0.006205   0.000251 
   6.27572   0.006052   0.000271 
   6.30596   0.005894   0.000280 
   6.33620   0.005937   0.000321 
   6.36644   0.006006   0.000344 
   6.39668   0.005218   0.000325 
   6.42693   0.005229   0.000245 
   6.45717   0.005290   0.000247 
   6.48741   0.004770   0.000260 
   6.51765   0.004764   0.000257 
   6.54789   0.004317   0.000276 
   6.57814   0.004285   0.000313 
   6.60838   0.004852   0.000314 
   6.63862   0.004296   0.000367 
   6.66886   0.004289   0.000288 
   6.69910   0.004466   0.000294 
   6.72935   0.004619   0.000266 
   6.75959   0.004906   0.000288 
   6.78983   0.004678   0.000275 
   6.82007   0.004458   0.000290 
   6.85031   0.004407   0.000338 
   6.88056   0.004353   0.000482 
   6.91080   0.004248   0.000337 
   6.94104   0.004054   0.000367 
   6.97128   0.003879   0.000386 
   7.00152   0.003926   0.000385 
   7.03177   0.004207   0.000392 
   7.06201   0.003866   0.000371 
   7.09225   0.004440   0.000351 
   7.12249   0.004349   0.000366 
   7.15273   0.004191   0.000378 
   7.18298   0.004658   0.000368 
   7.21322   0.004359   0.000402 
   7.24346   0.004169   0.000389 
   7.27370   0.003788   0.000387 
   7.30394   0.004068   0.000380 
   7.33419   0.003861   0.000361 
   7.36443   0.003876   0.000394 
   7.39467   0.003679   0.000395 
   7.42491   0.003802   0.000430 
   7.45515   0.003823   0.000453 
   7.48540   0.003537   0.000446 
   7.51564   0.003850   0.000258 
   7.57612   0.003752   0.000271 
   7.63660   0.003819   0.000504 
   7.69709   0.003773   0.000266 
   7.75757   0.003716   0.000185 
   7.81805   0.003707   0.000179 
   7.87854   0.003481   0.000184 
   7.93902   0.003248   0.000172 
   7.99951   0.003286   0.000172 
   8.05999   0.003299   0.000164 
   8.12047   0.003046   0.000167 
   8.18096   0.002939   0.000171 
   8.24144   0.003092   0.000164 
   8.30192   0.002955   0.000178 
   8.36241   0.002730   0.000171 
   8.42289   0.002939   0.000169 
   8.48337   0.002772   0.000163 
   8.54386   0.002806   0.000182 
   8.60434   0.002975   0.000214 
