#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000746   0.000069 
   5.24749   0.000833   0.000070 
   5.27773   0.000864   0.000067 
   5.30797   0.000846   0.000058 
   5.33821   0.000804   0.000057 
   5.36846   0.000691   0.000056 
   5.39870   0.000691   0.000058 
   5.42894   0.000605   0.000054 
   5.45918   0.000683   0.000051 
   5.48942   0.000705   0.000045 
   5.51967   0.000614   0.000047 
   5.54991   0.000507   0.000048 
   5.58015   0.000521   0.000047 
   5.61039   0.000588   0.000048 
   5.64063   0.000494   0.000047 
   5.67088   0.000571   0.000053 
   5.70112   0.000631   0.000048 
   5.73136   0.000595   0.000045 
   5.76160   0.000543   0.000045 
   5.79184   0.000609   0.000048 
   5.82209   0.000473   0.000048 
   5.85233   0.000505   0.000047 
   5.88257   0.000497   0.000049 
   5.91281   0.000540   0.000046 
   5.94305   0.000512   0.000046 
   5.97330   0.000599   0.000048 
   6.00354   0.000591   0.000050 
   6.03378   0.000493   0.000048 
   6.06402   0.000475   0.000048 
   6.09426   0.000464   0.000050 
   6.12451   0.000547   0.000049 
   6.15475   0.000491   0.000050 
   6.18499   0.000547   0.000051 
   6.21523   0.000613   0.000045 
   6.24547   0.000691   0.000051 
   6.27572   0.000750   0.000051 
   6.30596   0.000695   0.000055 
   6.33620   0.000606   0.000059 
   6.36644   0.000480   0.000060 
   6.39668   0.000487   0.000058 
   6.42693   0.000419   0.000059 
   6.45717   0.000421   0.000057 
   6.48741   0.000398   0.000056 
   6.51765   0.000380   0.000065 
   6.54789   0.000389   0.000072 
   6.57814   0.000332   0.000072 
   6.60838   0.000372   0.000075 
   6.63862   0.000372   0.000073 
   6.66886   0.000442   0.000070 
   6.69910   0.000517   0.000067 
   6.72935   0.000566   0.000072 
   6.75959   0.000446   0.000073 
   6.78983   0.000449   0.000077 
   6.82007   0.000381   0.000080 
   6.85031   0.000463   0.000080 
   6.88056   0.000591   0.000085 
   6.91080   0.000562   0.000084 
   6.94104   0.000526   0.000088 
   6.97128   0.000563   0.000095 
   7.00152   0.000591   0.000100 
   7.03177   0.000406   0.000104 
   7.06201   0.000347   0.000094 
   7.09225   0.000578   0.000087 
   7.12249   0.000388   0.000089 
   7.15273   0.000392   0.000086 
   7.18298   0.000344   0.000087 
   7.21322   0.000382   0.000094 
   7.24346   0.000483   0.000100 
   7.27370   0.000520   0.000095 
   7.30394   0.000562   0.000104 
   7.33419   0.000459   0.000108 
   7.36443   0.000531   0.000101 
   7.39467   0.000556   0.000099 
   7.42491   0.000435   0.000102 
   7.45515   0.000491   0.000097 
   7.48540   0.000368   0.000097 
   7.51564   0.000356   0.000072 
   7.57612   0.000401   0.000068 
   7.63660   0.000381   0.000065 
   7.69709   0.000297   0.000057 
   7.75757   0.000278   0.000053 
   7.81805   0.000399   0.000049 
   7.87854   0.000437   0.000050 
   7.93902   0.000474   0.000047 
   7.99951   0.000416   0.000045 
   8.05999   0.000441   0.000042 
   8.12047   0.000484   0.000041 
   8.18096   0.000423   0.000041 
   8.24144   0.000516   0.000041 
   8.30192   0.000545   0.000039 
   8.36241   0.000458   0.000036 
   8.42289   0.000520   0.000034 
   8.48337   0.000616   0.000032 
   8.54386   0.000693   0.000033 
   8.60434   0.000718   0.000032 
   8.66483   0.000724   0.000029 
   8.72531   0.000860   0.000029 
   8.78579   0.000880   0.000025 
   8.84628   0.000934   0.000024 
   8.90676   0.000961   0.000025 
   8.96724   0.000899   0.000025 
   9.02773   0.000951   0.000029 
   9.08821   0.000890   0.000027 
   9.14869   0.000910   0.000025 
   9.20918   0.000923   0.000027 
   9.26966   0.000989   0.000030 
   9.33015   0.001046   0.000029 
   9.39063   0.001105   0.000033 
   9.45111   0.000970   0.000033 
   9.51160   0.001024   0.000034 
   9.57208   0.001071   0.000036 
   9.63256   0.000993   0.000035 
   9.69305   0.000982   0.000036 
   9.75353   0.001065   0.000040 
   9.81401   0.001097   0.000037 
   9.87450   0.001037   0.000038 
   9.93498   0.001116   0.000037 
   9.99547   0.001202   0.000040 
  10.05595   0.001176   0.000037 
  10.11643   0.001195   0.000037 
  10.17692   0.001169   0.000037 
  10.23740   0.001172   0.000038 
  10.29788   0.000855   0.000039 
  10.35837   0.000551   0.000038 
  10.41885   0.000503   0.000039 
  10.47933   0.000623   0.000040 
  10.53982   0.000745   0.000041 
