#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   1.426153   0.008278 
   5.24749   1.449727   0.008468 
   5.27773   1.434245   0.008416 
   5.30797   1.421079   0.008012 
   5.33821   1.409080   0.007672 
   5.36846   1.413600   0.007705 
   5.39870   1.400348   0.007674 
   5.42894   1.381342   0.007512 
   5.45918   1.361613   0.007167 
   5.48942   1.350549   0.006936 
   5.51967   1.332798   0.006849 
   5.54991   1.309330   0.006877 
   5.58015   1.297540   0.006984 
   5.61039   1.293883   0.007057 
   5.64063   1.282263   0.006975 
   5.67088   1.254562   0.006782 
   5.70112   1.237675   0.006689 
   5.73136   1.237061   0.006700 
   5.76160   1.244653   0.006759 
   5.79184   1.236337   0.006765 
   5.82209   1.233023   0.006729 
   5.85233   1.227031   0.006664 
   5.88257   1.227987   0.006621 
   5.91281   1.227049   0.006590 
   5.94305   1.226384   0.006614 
   5.97330   1.222824   0.006588 
   6.00354   1.224393   0.006622 
   6.03378   1.218740   0.006556 
   6.06402   1.215181   0.006476 
   6.09426   1.216189   0.006458 
   6.12451   1.213387   0.006452 
   6.15475   1.203806   0.006460 
   6.18499   1.198745   0.006442 
   6.21523   1.194989   0.006491 
   6.24547   1.181119   0.006505 
   6.27572   1.172861   0.006672 
   6.30596   1.168587   0.006900 
   6.33620   1.153389   0.007149 
   6.36644   1.141473   0.007275 
   6.39668   1.114963   0.007218 
   6.42693   1.084789   0.007045 
   6.45717   1.052182   0.006847 
   6.48741   1.019981   0.006784 
   6.51765   1.003937   0.006874 
   6.54789   0.982436   0.007063 
   6.57814   0.963774   0.007186 
   6.60838   0.943493   0.007152 
   6.63862   0.928847   0.006947 
   6.66886   0.921810   0.006733 
   6.69910   0.912677   0.006626 
   6.72935   0.915458   0.006678 
   6.75959   0.896286   0.006819 
   6.78983   0.882611   0.007028 
   6.82007   0.879207   0.007201 
   6.85031   0.877071   0.007302 
   6.88056   0.867765   0.007390 
   6.91080   0.858348   0.007471 
   6.94104   0.867361   0.007769 
   6.97128   0.862860   0.007931 
   7.00152   0.856846   0.008038 
   7.03177   0.851394   0.007996 
   7.06201   0.841002   0.007801 
   7.09225   0.819329   0.007448 
   7.12249   0.835540   0.007354 
   7.15273   0.826445   0.007043 
   7.18298   0.822946   0.007019 
   7.21322   0.815439   0.007154 
   7.24346   0.807351   0.007324 
   7.27370   0.800948   0.007502 
   7.30394   0.794392   0.007580 
   7.33419   0.791967   0.007573 
   7.36443   0.779682   0.007541 
   7.39467   0.780848   0.007604 
   7.42491   0.777693   0.007679 
   7.45515   0.777216   0.007886 
   7.48540   0.768534   0.008125 
   7.51564   0.754139   0.005562 
   7.57612   0.749047   0.005386 
   7.63660   0.727046   0.005078 
   7.69709   0.718084   0.004742 
   7.75757   0.702209   0.004450 
   7.81805   0.695222   0.004302 
   7.87854   0.687902   0.004262 
   7.93902   0.672929   0.004172 
   7.99951   0.662292   0.004011 
   8.05999   0.659555   0.003882 
   8.12047   0.658854   0.003833 
   8.18096   0.652321   0.003820 
   8.24144   0.638444   0.003772 
   8.30192   0.630746   0.003771 
   8.36241   0.620382   0.003683 
   8.42289   0.620460   0.003615 
   8.48337   0.619821   0.003653 
   8.54386   0.606448   0.003700 
   8.60434   0.604845   0.003737 
   8.66483   0.596576   0.003704 
   8.72531   0.587193   0.003671 
   8.78579   0.576462   0.003605 
   8.84628   0.582163   0.003625 
   8.90676   0.574535   0.003629 
   8.96724   0.566620   0.003662 
