#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000776   0.000227 
   5.24749   0.000952   0.000169 
   5.27773   0.000700   0.000174 
   5.30797   0.000816   0.000158 
   5.33821   0.000724   0.000144 
   5.36846   0.000709   0.000159 
   5.39870   0.000832   0.000146 
   5.42894   0.000620   0.000150 
   5.45918   0.000296   0.000135 
   5.48942   0.000494   0.000125 
   5.51967   0.000335   0.000126 
   5.54991   0.000347   0.000133 
   5.58015   0.000523   0.000153 
   5.61039   0.000528   0.000234 
   5.64063   0.000417   0.000138 
   5.67088   0.000364   0.000138 
   5.70112   0.000587   0.000127 
   5.73136   0.000302   0.000134 
   5.76160   0.000345   0.000136 
   5.79184   0.000618   0.000141 
   5.82209   0.000465   0.000145 
   5.85233   0.000532   0.000144 
   5.88257   0.000455   0.000133 
   5.91281   0.000399   0.000142 
   5.94305   0.000372   0.000172 
   5.97330   0.000306   0.000185 
   6.00354   0.000367   0.000145 
   6.03378   0.000495   0.000155 
   6.06402   0.000435   0.000139 
   6.09426   0.000572   0.000162 
   6.12451   0.000445   0.000151 
   6.15475   0.000422   0.000150 
   6.18499   0.000543   0.000158 
   6.21523   0.000569   0.000158 
   6.24547   0.000680   0.000152 
   6.27572   0.000529   0.000151 
   6.30596   0.000794   0.000161 
   6.33620   0.000631   0.000169 
   6.36644   0.000576   0.000173 
   6.39668   0.000331   0.000184 
   6.42693   0.000407   0.000194 
   6.45717   0.000733   0.000198 
   6.48741   0.000274   0.000282 
   6.51765   0.000354   0.000194 
   6.54789   0.000483   0.000295 
   6.57814   0.000384   0.000554 
   6.60838   0.000297   0.000411 
   6.63862   0.000470   0.000387 
   6.66886   0.000320   0.000201 
   6.69910   0.000595   0.000178 
   6.72935   0.000588   0.000176 
   6.75959   0.000255   0.000207 
   6.78983   0.000197   0.000318 
   6.82007   0.000311   0.000334 
   6.85031   0.000384   0.000229 
   6.88056   0.000435   0.000214 
   6.91080   0.000746   0.000215 
   6.94104   0.000814   0.000237 
   6.97128   0.000441   0.000240 
   7.00152   0.000611   0.000239 
   7.03177   0.000445   0.000228 
   7.06201   0.000302   0.000247 
   7.09225   0.000699   0.000279 
   7.12249   0.000737   0.000227 
   7.15273   0.000571   0.000244 
   7.18298   0.000349   0.000248 
   7.21322   0.000363   0.000288 
   7.24346   0.000264   0.000244 
   7.27370   0.000299   0.000264 
   7.30394   0.000648   0.000271 
