#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.001055   0.000045 
   5.24749   0.001030   0.000049 
   5.27773   0.000866   0.000057 
   5.30797   0.000787   0.000039 
   5.33821   0.000864   0.000039 
   5.36846   0.000734   0.000037 
   5.39870   0.000672   0.000040 
   5.42894   0.000790   0.000044 
   5.45918   0.000590   0.000035 
   5.48942   0.000573   0.000036 
   5.51967   0.000557   0.000036 
   5.54991   0.000463   0.000038 
   5.58015   0.000474   0.000034 
   5.61039   0.000408   0.000051 
   5.64063   0.000386   0.000035 
   5.67088   0.000531   0.000049 
   5.70112   0.000505   0.000045 
   5.73136   0.000373   0.000033 
   5.76160   0.000356   0.000033 
   5.79184   0.000449   0.000033 
   5.82209   0.000328   0.000033 
   5.85233   0.000392   0.000049 
   5.88257   0.000427   0.000036 
   5.91281   0.000454   0.000046 
   5.94305   0.000471   0.000033 
   5.97330   0.000438   0.000032 
   6.00354   0.000526   0.000033 
   6.03378   0.000498   0.000034 
   6.06402   0.000372   0.000035 
   6.09426   0.000335   0.000045 
   6.12451   0.000365   0.000033 
   6.15475   0.000351   0.000036 
   6.18499   0.000581   0.000034 
   6.21523   0.000738   0.000050 
   6.24547   0.000852   0.000041 
   6.27572   0.000860   0.000042 
   6.30596   0.000811   0.000042 
   6.33620   0.000483   0.000051 
   6.36644   0.000574   0.000040 
   6.39668   0.000337   0.000039 
   6.42693   0.000422   0.000040 
   6.45717   0.000316   0.000041 
   6.48741   0.000317   0.000044 
   6.51765   0.000332   0.000046 
   6.54789   0.000451   0.000048 
   6.57814   0.000299   0.000044 
   6.60838   0.000441   0.000045 
   6.63862   0.000403   0.000044 
   6.66886   0.000485   0.000041 
   6.69910   0.000373   0.000042 
   6.72935   0.000424   0.000064 
   6.75959   0.000545   0.000048 
   6.78983   0.000366   0.000067 
   6.82007   0.000267   0.000049 
   6.85031   0.000363   0.000049 
   6.88056   0.000281   0.000055 
   6.91080   0.000249   0.000053 
   6.94104   0.000573   0.000056 
   6.97128   0.000563   0.000059 
   7.00152   0.000503   0.000065 
   7.03177   0.000584   0.000073 
   7.06201   0.000782   0.000062 
   7.09225   0.000622   0.000054 
   7.12249   0.000620   0.000071 
   7.15273   0.000498   0.000077 
   7.18298   0.000547   0.000050 
   7.21322   0.000539   0.000051 
   7.24346   0.000401   0.000053 
   7.27370   0.000499   0.000069 
   7.30394   0.000432   0.000058 
   7.33419   0.000439   0.000058 
   7.36443   0.000710   0.000060 
   7.39467   0.000684   0.000054 
   7.42491   0.000554   0.000056 
   7.45515   0.000601   0.000056 
   7.48540   0.000494   0.000064 
   7.51564   0.000521   0.000057 
   7.57612   0.000677   0.000054 
   7.63660   0.000497   0.000053 
   7.69709   0.000316   0.000047 
   7.75757   0.000389   0.000039 
   7.81805   0.000392   0.000034 
   7.87854   0.000358   0.000038 
   7.93902   0.000382   0.000032 
   7.99951   0.000480   0.000033 
   8.05999   0.000512   0.000029 
   8.12047   0.000666   0.000027 
   8.18096   0.000756   0.000032 
   8.24144   0.000806   0.000034 
   8.30192   0.000822   0.000038 
   8.36241   0.000915   0.000038 
   8.42289   0.001069   0.000037 
   8.48337   0.001240   0.000033 
   8.54386   0.001192   0.000024 
   8.60434   0.001323   0.000035 
   8.66483   0.001402   0.000029 
   8.72531   0.001462   0.000032 
   8.78579   0.001331   0.000029 
   8.84628   0.001594   0.000040 
   8.90676   0.001429   0.000027 
   8.96724   0.001376   0.000033 
   9.02773   0.001475   0.000036 
   9.08821   0.001405   0.000034 
   9.14869   0.001534   0.000031 
   9.20918   0.001402   0.000034 
   9.26966   0.001413   0.000031 
   9.33015   0.001453   0.000035 
   9.39063   0.001659   0.000032 
   9.45111   0.001656   0.000033 
   9.51160   0.001560   0.000031 
   9.57208   0.001597   0.000035 
   9.63256   0.001544   0.000037 
   9.69305   0.001501   0.000036 
   9.75353   0.001727   0.000054 
   9.81401   0.001768   0.000060 
   9.87450   0.001635   0.000037 
   9.93498   0.001784   0.000031 
   9.99547   0.001764   0.000037 
  10.05595   0.001818   0.000035 
  10.11643   0.001823   0.000032 
  10.17692   0.001888   0.000034 
  10.23740   0.001704   0.000038 
  10.29788   0.001276   0.000035 
  10.35837   0.000776   0.000035 
  10.41885   0.000818   0.000035 
  10.47933   0.001028   0.000036 
  10.53982   0.001067   0.000034 
  10.60030   0.001271   0.000035 
  10.66079   0.001123   0.000034 
  10.72127   0.000786   0.000033 
  10.78175   0.000849   0.000035 
  10.84224   0.001069   0.000037 
  10.90272   0.001150   0.000039 
  10.96320   0.001213   0.000042 
  11.02369   0.001311   0.000051 
  11.08417   0.001434   0.000044 
  11.14465   0.001707   0.000046 
  11.20514   0.001502   0.000059 
  11.26562   0.001474   0.000047 
  11.32611   0.001648   0.000049 
  11.38659   0.001733   0.000052 
  11.44707   0.001630   0.000051 
  11.50756   0.001254   0.000053 
  11.56804   0.001218   0.000059 
  11.62852   0.001382   0.000050 
  11.68901   0.001232   0.000051 
  11.74949   0.001218   0.000051 
  11.80997   0.001234   0.000052 
  11.87046   0.001269   0.000054 
  11.93094   0.001292   0.000051 
  11.99143   0.001256   0.000058 
  12.05191   0.001180   0.000056 
  12.11239   0.001267   0.000055 
  12.17288   0.001270   0.000053 
  12.23336   0.001197   0.000052 
  12.29384   0.001223   0.000050 
  12.35433   0.001130   0.000052 
  12.41481   0.001146   0.000049 
  12.47529   0.001110   0.000053 
  12.53578   0.001134   0.000055 
  12.59626   0.001298   0.000054 
  12.65675   0.001284   0.000054 
  12.71723   0.001234   0.000055 
  12.77771   0.001276   0.000057 
  12.83820   0.001103   0.000060 
  12.89868   0.001043   0.000055 
  12.95916   0.001101   0.000054 
  13.01965   0.001173   0.000060 
  13.08013   0.001167   0.000057 
  13.14061   0.001219   0.000058 
  13.20110   0.001138   0.000069 
  13.26158   0.001192   0.000057 
  13.32206   0.001030   0.000068 
  13.38255   0.000932   0.000069 
  13.44303   0.000906   0.000064 
  13.50352   0.001003   0.000066 
  13.56400   0.001120   0.000068 
  13.62448   0.001221   0.000064 
  13.68497   0.001212   0.000069 
  13.74545   0.001036   0.000075 
  13.80593   0.000998   0.000073 
  13.86642   0.000997   0.000071 
  13.92690   0.001093   0.000072 
  13.98738   0.001063   0.000073 
  14.04787   0.000935   0.000072 
  14.10835   0.000989   0.000084 
  14.16884   0.001138   0.000076 
