#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000766   0.000125 
   5.24749   0.000727   0.000091 
   5.27773   0.000679   0.000101 
   5.30797   0.000586   0.000097 
   5.33821   0.000594   0.000087 
   5.36846   0.000655   0.000085 
   5.39870   0.000520   0.000087 
   5.42894   0.000590   0.000089 
   5.45918   0.000508   0.000076 
   5.48942   0.000618   0.000072 
   5.51967   0.000676   0.000080 
   5.54991   0.000520   0.000077 
   5.58015   0.000645   0.000074 
   5.61039   0.000558   0.000077 
   5.64063   0.000524   0.000069 
   5.67088   0.000547   0.000091 
   5.70112   0.000467   0.000077 
   5.73136   0.000561   0.000083 
   5.76160   0.000586   0.000082 
   5.79184   0.000653   0.000072 
   5.82209   0.000602   0.000087 
   5.85233   0.000588   0.000082 
   5.88257   0.000477   0.000080 
   5.91281   0.000473   0.000112 
   5.94305   0.000543   0.000110 
   5.97330   0.000584   0.000105 
   6.00354   0.000579   0.000108 
   6.03378   0.000498   0.000110 
   6.06402   0.000524   0.000088 
   6.09426   0.000499   0.000079 
   6.12451   0.000521   0.000077 
   6.15475   0.000456   0.000090 
   6.18499   0.000559   0.000082 
   6.21523   0.000679   0.000082 
   6.24547   0.000521   0.000074 
   6.27572   0.000558   0.000081 
   6.30596   0.000566   0.000086 
   6.33620   0.000524   0.000088 
   6.36644   0.000603   0.000088 
   6.39668   0.000618   0.000093 
   6.42693   0.000574   0.000089 
   6.45717   0.000561   0.000102 
   6.48741   0.000586   0.000098 
   6.51765   0.000517   0.000108 
   6.54789   0.000475   0.000104 
   6.57814   0.000616   0.000111 
   6.60838   0.000544   0.000114 
   6.63862   0.000417   0.000124 
   6.66886   0.000435   0.000129 
   6.69910   0.000440   0.000107 
   6.72935   0.000373   0.000103 
   6.75959   0.000398   0.000152 
   6.78983   0.000456   0.000108 
   6.82007   0.000353   0.000112 
   6.85031   0.000470   0.000116 
   6.88056   0.000417   0.000116 
   6.91080   0.000360   0.000123 
   6.94104   0.000306   0.000132 
   6.97128   0.000502   0.000147 
   7.00152   0.000470   0.000142 
   7.03177   0.000274   0.000141 
   7.06201   0.000417   0.000144 
   7.09225   0.000413   0.000152 
   7.12249   0.000438   0.000135 
   7.15273   0.000349   0.000135 
   7.18298   0.000457   0.000134 
   7.21322   0.000511   0.000137 
   7.24346   0.000437   0.000143 
   7.27370   0.000305   0.000176 
   7.30394   0.000334   0.000163 
   7.33419   0.000341   0.000157 
   7.36443   0.000453   0.000162 
   7.39467   0.000372   0.000158 
   7.42491   0.000381   0.000161 
   7.45515   0.000423   0.000173 
   7.48540   0.000352   0.000178 
   7.51564   0.000494   0.000115 
   7.57612   0.000462   0.000105 
   7.63660   0.000449   0.000088 
   7.69709   0.000407   0.000087 
   7.75757   0.000373   0.000074 
   7.81805   0.000505   0.000071 
   7.87854   0.000453   0.000072 
   7.93902   0.000343   0.000067 
   7.99951   0.000354   0.000072 
   8.05999   0.000415   0.000063 
   8.12047   0.000378   0.000057 
   8.18096   0.000448   0.000057 
   8.24144   0.000317   0.000060 
   8.30192   0.000321   0.000064 
   8.36241   0.000414   0.000072 
   8.42289   0.000405   0.000070 
   8.48337   0.000275   0.000062 
   8.54386   0.000306   0.000065 
   8.60434   0.000340   0.000093 
   8.66483   0.000429   0.000074 
   8.72531   0.000362   0.000072 
   8.78579   0.000373   0.000069 
   8.84628   0.000309   0.000070 
   8.90676   0.000323   0.000074 
   8.96724   0.000393   0.000084 
   9.02773   0.000306   0.000083 
   9.08821   0.000290   0.000087 
   9.14869   0.000285   0.000077 
   9.20918   0.000325   0.000077 
   9.26966   0.000341   0.000082 
   9.33015   0.000290   0.000082 
   9.39063   0.000208   0.000090 
   9.45111   0.000247   0.000089 
   9.51160   0.000212   0.000086 
   9.57208   0.000326   0.000090 
   9.63256   0.000311   0.000097 
   9.69305   0.000211   0.000085 
   9.75353   0.000196   0.000108 
   9.81401   0.000433   0.000107 
   9.87450   0.000403   0.000082 
   9.93498   0.000212   0.000089 
   9.99547   0.000260   0.000090 
  10.05595   0.000338   0.000082 
  10.11643   0.000291   0.000081 
  10.17692   0.000251   0.000075 
  10.23740   0.000267   0.000077 
  10.29788   0.000284   0.000080 
  10.35837   0.000225   0.000081 
  10.41885   0.000237   0.000083 
  10.47933   0.000321   0.000084 
  10.53982   0.000325   0.000086 
  10.60030   0.000232   0.000087 
  10.66079   0.000286   0.000093 
  10.72127   0.000263   0.000094 
  10.78175   0.000341   0.000093 
  10.84224   0.000250   0.000097 
  10.90272   0.000205   0.000099 
  10.96320   0.000191   0.000102 
  11.02369   0.000280   0.000108 
  11.08417   0.000289   0.000105 
  11.14465   0.000191   0.000110 
  11.20514   0.000245   0.000123 
  11.26562   0.000195   0.000117 
  11.32611   0.000163   0.000117 
  11.38659   0.000198   0.000116 
  11.44707   0.000260   0.000115 
  11.50756   0.000302   0.000121 
  11.56804   0.000262   0.000127 
  11.62852   0.000211   0.000133 
  11.68901   0.000223   0.000124 
  11.74949   0.000319   0.000122 
  11.80997   0.000181   0.000121 
  11.87046   0.000296   0.000121 
  11.93094   0.000266   0.000125 
  11.99143   0.000255   0.000128 
  12.05191   0.000264   0.000133 
  12.11239   0.000254   0.000125 
  12.17288   0.000255   0.000131 
  12.23336   0.000220   0.000131 
  12.29384   0.000221   0.000127 
  12.35433   0.000138   0.000126 
  12.41481   0.000168   0.000122 
  12.47529   0.000191   0.000121 
  12.53578   0.000247   0.000120 
  12.59626   0.000222   0.000120 
  12.65675   0.000243   0.000125 
  12.71723   0.000154   0.000124 
  12.77771   0.000111   0.000119 
  12.83820   0.000214   0.000123 
  12.89868   0.000216   0.000132 
  12.95916   0.000259   0.000129 
  13.01965   0.000111   0.000139 
  13.08013   0.000177   0.000143 
  13.14061   0.000195   0.000154 
  13.20110   0.000273   0.000170 
  13.26158   0.000324   0.000152 
  13.32206   0.000280   0.000170 
  13.38255   0.000278   0.000167 
  13.44303   0.000245   0.000172 
  13.50352   0.000316   0.000162 
  13.56400   0.000319   0.000164 
  13.62448   0.000254   0.000179 
  13.68497   0.000138   0.000207 
  13.74545   0.000199   0.000180 
  13.80593   0.000242   0.000181 
  13.86642   0.000330   0.000189 
  13.92690   0.000238   0.000185 
  13.98738   0.000225   0.000205 
  14.04787   0.000245   0.000227 
  14.10835   0.000223   0.000218 
  14.16884   0.000324   0.000204 
