#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000847   0.000112 
   5.24749   0.001008   0.000114 
   5.27773   0.001112   0.000109 
   5.30797   0.000961   0.000106 
   5.33821   0.001516   0.000100 
   5.36846   0.001401   0.000099 
   5.39870   0.000939   0.000098 
   5.42894   0.000828   0.000095 
   5.45918   0.001063   0.000101 
   5.48942   0.001038   0.000083 
   5.51967   0.001013   0.000079 
   5.54991   0.001081   0.000082 
   5.58015   0.000745   0.000088 
   5.61039   0.001148   0.000097 
   5.64063   0.001131   0.000107 
   5.67088   0.001366   0.000117 
   5.70112   0.001349   0.000121 
   5.73136   0.001232   0.000120 
   5.76160   0.001445   0.000094 
   5.79184   0.001303   0.000083 
   5.82209   0.001161   0.000083 
   5.85233   0.000756   0.000086 
   5.88257   0.001036   0.000103 
   5.91281   0.001002   0.000097 
   5.94305   0.000909   0.000114 
   5.97330   0.000685   0.000114 
   6.00354   0.000775   0.000097 
   6.03378   0.000624   0.000081 
   6.06402   0.000928   0.000083 
   6.09426   0.000920   0.000140 
   6.12451   0.001164   0.000095 
   6.15475   0.001021   0.000134 
   6.18499   0.000928   0.000106 
   6.21523   0.001074   0.000123 
   6.24547   0.000993   0.000090 
   6.27572   0.001161   0.000094 
   6.30596   0.001172   0.000102 
   6.33620   0.001309   0.000107 
   6.36644   0.000969   0.000110 
   6.39668   0.001063   0.000120 
   6.42693   0.000980   0.000108 
   6.45717   0.001371   0.000128 
   6.48741   0.001125   0.000182 
   6.51765   0.001455   0.000177 
   6.54789   0.001381   0.000124 
   6.57814   0.001555   0.000127 
   6.60838   0.001447   0.000136 
   6.63862   0.001566   0.000127 
   6.66886   0.000932   0.000121 
   6.69910   0.001534   0.000123 
   6.72935   0.001444   0.000171 
   6.75959   0.001457   0.000122 
   6.78983   0.001311   0.000136 
   6.82007   0.001150   0.000137 
   6.85031   0.001519   0.000142 
   6.88056   0.001399   0.000149 
   6.91080   0.000995   0.000141 
   6.94104   0.000616   0.000152 
   6.97128   0.000696   0.000185 
   7.00152   0.001060   0.000197 
   7.03177   0.001221   0.000194 
   7.06201   0.001289   0.000169 
