#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.014851   0.000230 
   5.24749   0.015567   0.000220 
   5.27773   0.014827   0.000230 
   5.30797   0.014592   0.000231 
   5.33821   0.015142   0.000305 
   5.36846   0.013934   0.000411 
   5.39870   0.013553   0.000328 
   5.42894   0.012744   0.000256 
   5.45918   0.013711   0.000264 
   5.48942   0.013907   0.000201 
   5.51967   0.012210   0.000271 
   5.54991   0.011581   0.000260 
   5.58015   0.012023   0.000193 
   5.61039   0.012502   0.000190 
   5.64063   0.012400   0.000214 
   5.67088   0.011881   0.000223 
   5.70112   0.011712   0.000164 
   5.73136   0.011270   0.000168 
   5.76160   0.011829   0.000164 
   5.79184   0.011751   0.000167 
   5.82209   0.011353   0.000168 
   5.85233   0.011056   0.000160 
   5.88257   0.010857   0.000234 
   5.91281   0.011961   0.000267 
   5.94305   0.011802   0.000233 
   5.97330   0.012212   0.000307 
   6.00354   0.012626   0.000177 
   6.03378   0.012057   0.000225 
   6.06402   0.012077   0.000355 
   6.09426   0.013137   0.000177 
   6.12451   0.013994   0.000346 
   6.15475   0.013909   0.000237 
   6.18499   0.013403   0.000158 
   6.21523   0.014401   0.000195 
   6.24547   0.014541   0.000182 
   6.27572   0.015048   0.000251 
   6.30596   0.015324   0.000231 
   6.33620   0.014996   0.000216 
   6.36644   0.013738   0.000197 
   6.39668   0.012413   0.000208 
   6.42693   0.011205   0.000294 
   6.45717   0.010196   0.000288 
   6.48741   0.009669   0.000175 
   6.51765   0.009499   0.000181 
   6.54789   0.009078   0.000220 
   6.57814   0.008693   0.000191 
   6.60838   0.007669   0.000407 
   6.63862   0.007550   0.000311 
   6.66886   0.008938   0.000324 
   6.69910   0.009098   0.000207 
   6.72935   0.008745   0.000215 
   6.75959   0.009476   0.000202 
   6.78983   0.009267   0.000206 
   6.82007   0.008854   0.000203 
   6.85031   0.009159   0.000205 
   6.88056   0.009809   0.000249 
   6.91080   0.010286   0.000239 
   6.94104   0.010230   0.000249 
   6.97128   0.010137   0.000275 
   7.00152   0.010994   0.000385 
   7.03177   0.009823   0.000379 
   7.06201   0.009329   0.000263 
   7.09225   0.009378   0.000237 
   7.12249   0.009170   0.000203 
