#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.023871   0.000355 
   5.24749   0.025493   0.000340 
   5.27773   0.025127   0.000380 
   5.30797   0.025147   0.000383 
   5.33821   0.025197   0.000326 
   5.36846   0.025219   0.000324 
   5.39870   0.025022   0.000319 
   5.42894   0.024912   0.000312 
   5.45918   0.024915   0.000306 
   5.48942   0.024452   0.000337 
   5.51967   0.024109   0.000299 
   5.54991   0.024188   0.000294 
   5.58015   0.023750   0.000316 
   5.61039   0.023754   0.000301 
   5.64063   0.023720   0.000328 
   5.67088   0.023210   0.000563 
   5.70112   0.023216   0.000309 
   5.73136   0.022921   0.000283 
   5.76160   0.022842   0.000448 
   5.79184   0.022484   0.000429 
   5.82209   0.022472   0.000293 
   5.85233   0.022195   0.000298 
   5.88257   0.022526   0.000295 
   5.91281   0.022186   0.000300 
   5.94305   0.022195   0.000275 
   5.97330   0.022309   0.000474 
   6.00354   0.022326   0.000512 
   6.03378   0.022046   0.000342 
   6.06402   0.022185   0.000353 
   6.09426   0.022405   0.000372 
   6.12451   0.022304   0.000306 
   6.15475   0.022014   0.000282 
   6.18499   0.021703   0.000301 
   6.21523   0.021407   0.000319 
   6.24547   0.021593   0.000276 
   6.27572   0.021489   0.000291 
   6.30596   0.021608   0.000429 
   6.33620   0.021755   0.000472 
   6.36644   0.021210   0.000387 
   6.39668   0.020375   0.000343 
   6.42693   0.020043   0.000299 
   6.45717   0.019355   0.000336 
   6.48741   0.018645   0.000332 
   6.51765   0.018446   0.000311 
   6.54789   0.017895   0.000337 
   6.57814   0.017484   0.000382 
   6.60838   0.017460   0.000369 
   6.63862   0.017246   0.000345 
   6.66886   0.017025   0.000334 
   6.69910   0.017332   0.000344 
   6.72935   0.016707   0.000331 
   6.75959   0.016694   0.000347 
   6.78983   0.016626   0.000352 
   6.82007   0.016690   0.000363 
   6.85031   0.016668   0.000369 
   6.88056   0.016506   0.000362 
   6.91080   0.016356   0.000379 
   6.94104   0.015670   0.000431 
   6.97128   0.015885   0.000683 
   7.00152   0.015650   0.000728 
   7.03177   0.015707   0.000785 
   7.06201   0.015461   0.000459 
   7.09225   0.015510   0.000440 
   7.12249   0.015488   0.000445 
   7.15273   0.015005   0.000852 
   7.18298   0.015958   0.000442 
   7.21322   0.015480   0.000408 
   7.24346   0.015719   0.000407 
   7.27370   0.015742   0.000422 
   7.30394   0.015838   0.000449 
   7.33419   0.014853   0.000465 
   7.36443   0.013704   0.000438 
   7.39467   0.014163   0.000452 
   7.42491   0.014982   0.000511 
   7.45515   0.014047   0.000507 
   7.48540   0.014681   0.000517 
   7.51564   0.013775   0.000313 
   7.57612   0.014753   0.000280 
   7.63660   0.014152   0.000310 
   7.69709   0.013611   0.000315 
   7.75757   0.013031   0.000303 
   7.81805   0.012851   0.000328 
   7.87854   0.012579   0.000285 
   7.93902   0.012857   0.000267 
   7.99951   0.012528   0.000306 
   8.05999   0.012315   0.000364 
   8.12047   0.012175   0.000237 
   8.18096   0.012062   0.000198 
   8.24144   0.011772   0.000194 
   8.30192   0.011651   0.000191 
   8.36241   0.011173   0.000182 
   8.42289   0.011523   0.000189 
   8.48337   0.011382   0.000179 
   8.54386   0.011293   0.000184 
   8.60434   0.011266   0.000196 
   8.66483   0.011246   0.000197 
   8.72531   0.010926   0.000186 
   8.78579   0.010843   0.000182 
   8.84628   0.011054   0.000192 
   8.90676   0.010886   0.000204 
   8.96724   0.010598   0.000230 
   9.02773   0.010711   0.000204 
   9.08821   0.010707   0.000194 
   9.14869   0.010490   0.000188 
   9.20918   0.010110   0.000182 
   9.26966   0.010352   0.000186 
   9.33015   0.010209   0.000239 
   9.39063   0.010027   0.000194 
   9.45111   0.010089   0.000202 
   9.51160   0.009839   0.000186 
   9.57208   0.009924   0.000199 
   9.63256   0.009750   0.000190 
   9.69305   0.009805   0.000186 
   9.75353   0.009466   0.000233 
   9.81401   0.009536   0.000228 
   9.87450   0.009658   0.000211 
   9.93498   0.009374   0.000169 
   9.99547   0.009214   0.000164 
  10.05595   0.009160   0.000161 
  10.11643   0.009168   0.000164 
  10.17692   0.008998   0.000176 
  10.23740   0.009041   0.000166 
  10.29788   0.008918   0.000176 
  10.35837   0.008854   0.000185 
  10.41885   0.008784   0.000211 
  10.47933   0.008628   0.000180 
  10.53982   0.008329   0.000174 
  10.60030   0.008454   0.000178 
  10.66079   0.008376   0.000187 
  10.72127   0.008000   0.000182 
  10.78175   0.007873   0.000193 
  10.84224   0.008007   0.000209 
