#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.002515   0.000151 
   5.24749   0.002917   0.000152 
   5.27773   0.002821   0.000171 
   5.30797   0.002717   0.000264 
   5.33821   0.002741   0.000161 
   5.36846   0.002432   0.000174 
   5.39870   0.002534   0.000143 
   5.42894   0.002190   0.000160 
   5.45918   0.002251   0.000151 
   5.48942   0.002315   0.000161 
   5.51967   0.002195   0.000145 
   5.54991   0.001900   0.000126 
   5.58015   0.001953   0.000126 
   5.61039   0.001898   0.000134 
   5.64063   0.001794   0.000124 
   5.67088   0.001941   0.000128 
   5.70112   0.001722   0.000121 
   5.73136   0.001711   0.000114 
   5.76160   0.001785   0.000121 
   5.79184   0.001973   0.000136 
   5.82209   0.001869   0.000140 
   5.85233   0.001759   0.000128 
   5.88257   0.001769   0.000122 
   5.91281   0.002041   0.000193 
   5.94305   0.002088   0.000178 
   5.97330   0.002064   0.000129 
   6.00354   0.002226   0.000122 
   6.03378   0.001925   0.000124 
   6.06402   0.001985   0.000124 
   6.09426   0.002257   0.000124 
   6.12451   0.002277   0.000145 
   6.15475   0.002336   0.000147 
   6.18499   0.002220   0.000159 
   6.21523   0.002405   0.000140 
   6.24547   0.002408   0.000131 
   6.27572   0.002707   0.000141 
   6.30596   0.002709   0.000167 
   6.33620   0.002413   0.000174 
   6.36644   0.002140   0.000159 
   6.39668   0.001803   0.000144 
   6.42693   0.001625   0.000151 
   6.45717   0.001700   0.000136 
   6.48741   0.001528   0.000153 
   6.51765   0.001245   0.000147 
   6.54789   0.001413   0.000163 
   6.57814   0.001564   0.000168 
   6.60838   0.001533   0.000162 
   6.63862   0.001750   0.000163 
   6.66886   0.001864   0.000150 
   6.69910   0.001848   0.000154 
   6.72935   0.001727   0.000153 
   6.75959   0.001667   0.000159 
   6.78983   0.001763   0.000163 
   6.82007   0.001901   0.000174 
   6.85031   0.001824   0.000276 
   6.88056   0.001849   0.000292 
   6.91080   0.002088   0.000224 
   6.94104   0.001799   0.000205 
   6.97128   0.001357   0.000207 
   7.00152   0.001663   0.000238 
   7.03177   0.001315   0.000225 
   7.06201   0.001519   0.000253 
   7.09225   0.001834   0.000266 
   7.12249   0.001727   0.000214 
   7.15273   0.001371   0.000353 
   7.18298   0.001211   0.000211 
   7.21322   0.001325   0.000202 
   7.24346   0.001448   0.000218 
   7.27370   0.001445   0.000230 
   7.30394   0.001475   0.000227 
   7.33419   0.001339   0.000228 
   7.36443   0.001354   0.000236 
   7.39467   0.000945   0.000263 
   7.42491   0.000993   0.000275 
   7.45515   0.001334   0.000264 
   7.48540   0.001463   0.000305 
   7.51564   0.001049   0.000160 
   7.57612   0.001353   0.000151 
   7.63660   0.001357   0.000155 
   7.69709   0.001187   0.000132 
   7.75757   0.001159   0.000178 
   7.81805   0.001294   0.000176 
   7.87854   0.001448   0.000176 
   7.93902   0.001299   0.000133 
   7.99951   0.001374   0.000102 
   8.05999   0.001437   0.000100 
   8.12047   0.001399   0.000092 
   8.18096   0.001419   0.000091 
   8.24144   0.001556   0.000090 
   8.30192   0.001679   0.000095 
   8.36241   0.001536   0.000089 
   8.42289   0.001697   0.000089 
   8.48337   0.002027   0.000093 
   8.54386   0.002136   0.000094 
   8.60434   0.002008   0.000102 
   8.66483   0.002047   0.000100 
   8.72531   0.002117   0.000102 
   8.78579   0.002336   0.000110 
   8.84628   0.002428   0.000097 
   8.90676   0.002528   0.000100 
   8.96724   0.002593   0.000101 
   9.02773   0.002517   0.000123 
   9.08821   0.002423   0.000129 
   9.14869   0.002631   0.000115 
   9.20918   0.002721   0.000108 
   9.26966   0.002842   0.000108 
   9.33015   0.002740   0.000121 
   9.39063   0.002866   0.000110 
   9.45111   0.002871   0.000110 
   9.51160   0.003034   0.000136 
   9.57208   0.003056   0.000116 
   9.63256   0.002987   0.000120 
   9.69305   0.003039   0.000111 
   9.75353   0.003257   0.000133 
   9.81401   0.003193   0.000129 
   9.87450   0.003117   0.000108 
   9.93498   0.003145   0.000099 
   9.99547   0.003161   0.000110 
  10.05595   0.003285   0.000099 
  10.11643   0.003184   0.000099 
  10.17692   0.003354   0.000101 
  10.23740   0.003195   0.000103 
  10.29788   0.002460   0.000101 
  10.35837   0.002121   0.000102 
  10.41885   0.001992   0.000103 
  10.47933   0.002039   0.000106 
  10.53982   0.002238   0.000107 
  10.60030   0.002182   0.000116 
  10.66079   0.002097   0.000116 
  10.72127   0.002033   0.000117 
  10.78175   0.001895   0.000127 
  10.84224   0.002128   0.000161 
  10.90272   0.002293   0.000134 
  10.96320   0.002015   0.000129 
  11.02369   0.002041   0.000144 
  11.08417   0.002452   0.000143 
  11.14465   0.002628   0.000177 
  11.20514   0.002672   0.000137 
  11.26562   0.002483   0.000153 
  11.32611   0.002437   0.000144 
  11.38659   0.002453   0.000149 
  11.44707   0.002381   0.000143 
  11.50756   0.002412   0.000144 
  11.56804   0.002515   0.000146 
  11.62852   0.002359   0.000152 
  11.68901   0.002286   0.000152 
  11.74949   0.002158   0.000161 
  11.80997   0.002219   0.000155 
  11.87046   0.002253   0.000151 
  11.93094   0.002198   0.000162 
  11.99143   0.002190   0.000154 
  12.05191   0.001956   0.000170 
  12.11239   0.002205   0.000168 
  12.17288   0.002345   0.000155 
  12.23336   0.002215   0.000153 
  12.29384   0.002047   0.000153 
  12.35433   0.001562   0.000153 
  12.41481   0.001856   0.000150 
  12.47529   0.001961   0.000149 
  12.53578   0.001964   0.000150 
  12.59626   0.001753   0.000147 
  12.65675   0.001964   0.000146 
  12.71723   0.001938   0.000151 
  12.77771   0.001857   0.000159 
  12.83820   0.002121   0.000161 
  12.89868   0.001759   0.000173 
  12.95916   0.001693   0.000168 
  13.01965   0.001938   0.000173 
  13.08013   0.001912   0.000180 
  13.14061   0.001978   0.000179 
  13.20110   0.001841   0.000188 
  13.26158   0.001680   0.000195 
  13.32206   0.001615   0.000201 
  13.38255   0.001635   0.000211 
  13.44303   0.001327   0.000215 
  13.50352   0.001710   0.000214 
  13.56400   0.001768   0.000214 
  13.62448   0.001776   0.000228 
  13.68497   0.001930   0.000244 
  13.74545   0.001766   0.000243 
  13.80593   0.001555   0.000306 
  13.86642   0.001421   0.000289 
  13.92690   0.001554   0.000239 
  13.98738   0.001370   0.000258 
  14.04787   0.001568   0.000245 
  14.10835   0.001395   0.000253 
  14.16884   0.001378   0.000251 
