#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000311   0.000098 
   5.24749   0.000351   0.000082 
   5.27773   0.000295   0.000083 
   5.30797   0.000276   0.000100 
   5.33821   0.000365   0.000101 
   5.36846   0.000323   0.000093 
   5.39870   0.000256   0.000093 
   5.42894   0.000359   0.000074 
   5.45918   0.000299   0.000069 
   5.48942   0.000253   0.000072 
   5.51967   0.000274   0.000066 
   5.54991   0.000347   0.000076 
   5.58015   0.000274   0.000070 
   5.61039   0.000161   0.000070 
   5.64063   0.000205   0.000075 
   5.67088   0.000210   0.000092 
   5.70112   0.000228   0.000066 
   5.73136   0.000161   0.000064 
   5.76160   0.000170   0.000088 
   5.79184   0.000195   0.000099 
   5.82209   0.000132   0.000083 
   5.85233   0.000195   0.000088 
   5.88257   0.000159   0.000089 
   5.91281   0.000187   0.000087 
   5.94305   0.000213   0.000068 
   5.97330   0.000216   0.000063 
   6.00354   0.000268   0.000069 
   6.03378   0.000186   0.000081 
   6.06402   0.000146   0.000072 
   6.09426   0.000158   0.000101 
   6.12451   0.000184   0.000079 
   6.15475   0.000284   0.000072 
   6.18499   0.000221   0.000085 
   6.21523   0.000204   0.000095 
   6.24547   0.000216   0.000075 
   6.27572   0.000226   0.000082 
   6.30596   0.000294   0.000080 
   6.33620   0.000340   0.000083 
   6.36644   0.000276   0.000077 
   6.39668   0.000192   0.000099 
   6.42693   0.000195   0.000088 
   6.45717   0.000161   0.000076 
   6.48741   0.000180   0.000081 
   6.51765   0.000143   0.000082 
   6.54789   0.000108   0.000087 
   6.57814   0.000186   0.000090 
   6.60838   0.000193   0.000087 
   6.63862   0.000089   0.000087 
   6.66886   0.000143   0.000085 
   6.69910   0.000220   0.000084 
   6.72935   0.000221   0.000080 
   6.75959   0.000108   0.000087 
   6.78983   0.000123   0.000093 
   6.82007   0.000139   0.000100 
   6.85031   0.000216   0.000098 
   6.88056   0.000185   0.000145 
   6.91080   0.000204   0.000106 
   6.94104   0.000088   0.000102 
   6.97128   0.000192   0.000109 
   7.00152   0.000193   0.000121 
   7.03177   0.000181   0.000124 
   7.06201   0.000181   0.000115 
   7.09225   0.000163   0.000139 
   7.12249   0.000167   0.000118 
   7.15273   0.000126   0.000101 
   7.18298   0.000116   0.000109 
   7.21322   0.000199   0.000127 
   7.24346   0.000135   0.000145 
   7.27370   0.000107   0.000135 
   7.30394   0.000180   0.000124 
   7.33419   0.000176   0.000124 
   7.36443   0.000224   0.000131 
   7.39467   0.000106   0.000161 
   7.42491   0.000151   0.000134 
   7.45515   0.000199   0.000171 
   7.48540   0.000159   0.000161 
   7.51564   0.000155   0.000089 
   7.57612   0.000227   0.000091 
   7.63660   0.000247   0.000081 
   7.69709   0.000216   0.000086 
   7.75757   0.000085   0.000081 
   7.81805   0.000109   0.000063 
   7.87854   0.000215   0.000058 
   7.93902   0.000149   0.000062 
   7.99951   0.000155   0.000056 
   8.05999   0.000171   0.000052 
   8.12047   0.000238   0.000054 
   8.18096   0.000259   0.000052 
   8.24144   0.000162   0.000052 
   8.30192   0.000141   0.000055 
   8.36241   0.000195   0.000060 
   8.42289   0.000229   0.000046 
   8.48337   0.000211   0.000046 
   8.54386   0.000227   0.000050 
   8.60434   0.000240   0.000060 
   8.66483   0.000195   0.000054 
   8.72531   0.000178   0.000054 
   8.78579   0.000164   0.000064 
   8.84628   0.000166   0.000052 
   8.90676   0.000186   0.000062 
   8.96724   0.000192   0.000055 
   9.02773   0.000242   0.000055 
   9.08821   0.000220   0.000055 
   9.14869   0.000265   0.000059 
   9.20918   0.000239   0.000066 
   9.26966   0.000190   0.000067 
   9.33015   0.000232   0.000060 
   9.39063   0.000271   0.000070 
   9.45111   0.000199   0.000066 
   9.51160   0.000220   0.000064 
   9.57208   0.000214   0.000065 
   9.63256   0.000249   0.000064 
   9.69305   0.000219   0.000072 
   9.75353   0.000193   0.000073 
   9.81401   0.000259   0.000079 
   9.87450   0.000280   0.000073 
   9.93498   0.000280   0.000062 
   9.99547   0.000247   0.000062 
  10.05595   0.000190   0.000059 
  10.11643   0.000178   0.000067 
  10.17692   0.000160   0.000063 
  10.23740   0.000178   0.000060 
  10.29788   0.000172   0.000059 
  10.35837   0.000155   0.000060 
  10.41885   0.000133   0.000063 
  10.47933   0.000242   0.000067 
  10.53982   0.000196   0.000068 
  10.60030   0.000167   0.000071 
  10.66079   0.000247   0.000075 
  10.72127   0.000234   0.000079 
  10.78175   0.000167   0.000081 
  10.84224   0.000136   0.000081 
  10.90272   0.000261   0.000082 
  10.96320   0.000216   0.000082 
  11.02369   0.000226   0.000084 
  11.08417   0.000151   0.000097 
  11.14465   0.000232   0.000086 
  11.20514   0.000135   0.000085 
  11.26562   0.000139   0.000086 
  11.32611   0.000201   0.000087 
  11.38659   0.000128   0.000088 
  11.44707   0.000086   0.000092 
  11.50756   0.000189   0.000095 
  11.56804   0.000122   0.000098 
  11.62852   0.000190   0.000094 
  11.68901   0.000169   0.000095 
  11.74949   0.000169   0.000100 
  11.80997   0.000178   0.000101 
  11.87046   0.000133   0.000097 
  11.93094   0.000168   0.000100 
  11.99143   0.000201   0.000098 
  12.05191   0.000152   0.000098 
  12.11239   0.000242   0.000098 
  12.17288   0.000219   0.000102 
  12.23336   0.000214   0.000095 
  12.29384   0.000234   0.000097 
  12.35433   0.000102   0.000099 
  12.41481   0.000108   0.000093 
  12.47529   0.000170   0.000094 
  12.53578   0.000139   0.000090 
  12.59626   0.000101   0.000091 
  12.65675   0.000087   0.000092 
  12.71723   0.000167   0.000094 
  12.77771   0.000180   0.000094 
  12.83820   0.000184   0.000098 
  12.89868   0.000141   0.000100 
  12.95916   0.000087   0.000099 
  13.01965   0.000110   0.000105 
  13.08013   0.000123   0.000111 
  13.14061   0.000118   0.000110 
  13.20110   0.000147   0.000116 
  13.26158   0.000197   0.000128 
  13.32206   0.000133   0.000120 
  13.38255   0.000108   0.000124 
  13.44303   0.000155   0.000126 
  13.50352   0.000131   0.000128 
  13.56400   0.000140   0.000127 
  13.62448   0.000128   0.000131 
  13.68497   0.000161   0.000134 
  13.74545   0.000121   0.000135 
  13.80593   0.000137   0.000145 
  13.86642   0.000173   0.000143 
  13.92690   0.000190   0.000150 
  13.98738   0.000086   0.000174 
  14.04787   0.000157   0.000154 
  14.10835   0.000166   0.000151 
  14.16884   0.000160   0.000159 
