#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.001148   0.000052 
   5.24749   0.001248   0.000050 
   5.27773   0.001272   0.000067 
   5.30797   0.001247   0.000046 
   5.33821   0.001279   0.000042 
   5.36846   0.001295   0.000044 
   5.39870   0.001170   0.000044 
   5.42894   0.001090   0.000043 
   5.45918   0.001045   0.000042 
   5.48942   0.001125   0.000040 
   5.51967   0.001129   0.000038 
   5.54991   0.001070   0.000040 
   5.58015   0.001039   0.000045 
   5.61039   0.001060   0.000040 
   5.64063   0.001053   0.000041 
   5.67088   0.000974   0.000040 
   5.70112   0.000846   0.000038 
   5.73136   0.000914   0.000036 
   5.76160   0.000928   0.000036 
   5.79184   0.001018   0.000037 
   5.82209   0.000959   0.000038 
   5.85233   0.000934   0.000038 
   5.88257   0.000924   0.000040 
   5.91281   0.000962   0.000045 
   5.94305   0.000942   0.000041 
   5.97330   0.001040   0.000044 
   6.00354   0.001100   0.000050 
   6.03378   0.001034   0.000046 
   6.06402   0.001000   0.000043 
   6.09426   0.001127   0.000042 
   6.12451   0.001189   0.000049 
   6.15475   0.001075   0.000045 
   6.18499   0.001057   0.000044 
   6.21523   0.001150   0.000045 
   6.24547   0.001218   0.000059 
   6.27572   0.001271   0.000048 
   6.30596   0.001271   0.000046 
   6.33620   0.001125   0.000059 
   6.36644   0.001061   0.000048 
   6.39668   0.000943   0.000050 
   6.42693   0.000852   0.000052 
   6.45717   0.000871   0.000051 
   6.48741   0.000763   0.000050 
   6.51765   0.000710   0.000050 
   6.54789   0.000738   0.000054 
   6.57814   0.000800   0.000058 
   6.60838   0.000752   0.000060 
   6.63862   0.000696   0.000058 
   6.66886   0.000804   0.000056 
   6.69910   0.000834   0.000060 
   6.72935   0.000780   0.000054 
   6.75959   0.000885   0.000058 
   6.78983   0.000734   0.000071 
   6.82007   0.000638   0.000074 
   6.85031   0.000719   0.000065 
   6.88056   0.000805   0.000064 
   6.91080   0.000964   0.000063 
   6.94104   0.000879   0.000077 
   6.97128   0.000836   0.000083 
   7.00152   0.000756   0.000079 
   7.03177   0.000764   0.000073 
   7.06201   0.000731   0.000079 
   7.09225   0.000815   0.000071 
   7.12249   0.000692   0.000074 
   7.15273   0.000730   0.000071 
   7.18298   0.000753   0.000070 
   7.21322   0.000649   0.000073 
   7.24346   0.000634   0.000073 
   7.27370   0.000701   0.000106 
   7.30394   0.000596   0.000081 
   7.33419   0.000666   0.000075 
   7.36443   0.000762   0.000079 
   7.39467   0.000703   0.000083 
   7.42491   0.000701   0.000095 
   7.45515   0.000681   0.000091 
   7.48540   0.000636   0.000095 
   7.51564   0.000608   0.000051 
   7.57612   0.000642   0.000046 
   7.63660   0.000672   0.000047 
   7.69709   0.000642   0.000040 
   7.75757   0.000608   0.000039 
   7.81805   0.000686   0.000037 
   7.87854   0.000753   0.000035 
   7.93902   0.000690   0.000039 
   7.99951   0.000696   0.000034 
   8.05999   0.000693   0.000036 
   8.12047   0.000738   0.000031 
   8.18096   0.000764   0.000030 
   8.24144   0.000781   0.000031 
   8.30192   0.000811   0.000034 
   8.36241   0.000815   0.000033 
   8.42289   0.000841   0.000030 
   8.48337   0.000852   0.000031 
   8.54386   0.000848   0.000036 
   8.60434   0.000868   0.000041 
   8.66483   0.000800   0.000040 
   8.72531   0.000885   0.000040 
