#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.006679   0.000164 
   5.24749   0.006692   0.000164 
   5.27773   0.006580   0.000169 
   5.30797   0.006285   0.000160 
   5.33821   0.006419   0.000142 
   5.36846   0.006412   0.000160 
   5.39870   0.006182   0.000149 
   5.42894   0.006111   0.000146 
   5.45918   0.006041   0.000141 
   5.48942   0.006104   0.000186 
   5.51967   0.006080   0.000137 
   5.54991   0.006180   0.000163 
   5.58015   0.005928   0.000139 
   5.61039   0.006153   0.000133 
   5.64063   0.006059   0.000128 
   5.67088   0.005929   0.000128 
   5.70112   0.005850   0.000123 
   5.73136   0.005751   0.000131 
   5.76160   0.005709   0.000125 
   5.79184   0.005928   0.000128 
   5.82209   0.005847   0.000129 
   5.85233   0.005643   0.000132 
   5.88257   0.005636   0.000123 
   5.91281   0.005801   0.000126 
   5.94305   0.005875   0.000128 
   5.97330   0.005776   0.000134 
   6.00354   0.005655   0.000135 
   6.03378   0.005602   0.000129 
   6.06402   0.005867   0.000143 
   6.09426   0.005790   0.000164 
   6.12451   0.005899   0.000142 
   6.15475   0.005773   0.000137 
   6.18499   0.006072   0.000138 
   6.21523   0.006132   0.000146 
   6.24547   0.005913   0.000154 
   6.27572   0.006177   0.000144 
   6.30596   0.006198   0.000152 
   6.33620   0.005847   0.000157 
   6.36644   0.005703   0.000156 
   6.39668   0.005415   0.000156 
   6.42693   0.005305   0.000158 
   6.45717   0.005153   0.000152 
   6.48741   0.004887   0.000153 
   6.51765   0.004829   0.000163 
   6.54789   0.005108   0.000169 
   6.57814   0.005012   0.000260 
   6.60838   0.004758   0.000224 
   6.63862   0.004615   0.000174 
   6.66886   0.004550   0.000171 
   6.69910   0.004712   0.000167 
   6.72935   0.004689   0.000164 
   6.75959   0.004812   0.000177 
   6.78983   0.004823   0.000204 
   6.82007   0.004646   0.000188 
   6.85031   0.004508   0.000212 
   6.88056   0.004729   0.000202 
   6.91080   0.005054   0.000203 
   6.94104   0.004695   0.000212 
   6.97128   0.004400   0.000226 
   7.00152   0.004562   0.000227 
   7.03177   0.004386   0.000242 
   7.06201   0.004824   0.000229 
   7.09225   0.005018   0.000250 
   7.12249   0.004438   0.000242 
   7.15273   0.004221   0.000237 
   7.18298   0.004093   0.000226 
   7.21322   0.004023   0.000221 
   7.24346   0.004079   0.000233 
   7.27370   0.004452   0.000247 
   7.30394   0.004384   0.000246 
   7.33419   0.004348   0.000256 
   7.36443   0.004271   0.000260 
   7.39467   0.004497   0.000253 
   7.42491   0.004475   0.000274 
   7.45515   0.004299   0.000272 
   7.48540   0.004398   0.000313 
   7.51564   0.004186   0.000170 
   7.57612   0.004186   0.000157 
   7.63660   0.004211   0.000152 
   7.69709   0.004168   0.000139 
   7.75757   0.004092   0.000125 
   7.81805   0.004099   0.000117 
   7.87854   0.004079   0.000110 
   7.93902   0.003961   0.000111 
   7.99951   0.004036   0.000103 
   8.05999   0.004012   0.000106 
   8.12047   0.003889   0.000099 
   8.18096   0.003698   0.000100 
   8.24144   0.003563   0.000094 
   8.30192   0.003530   0.000098 
   8.36241   0.003514   0.000098 
   8.42289   0.003445   0.000090 
   8.48337   0.003294   0.000095 
   8.54386   0.003182   0.000103 
   8.60434   0.003309   0.000121 
   8.66483   0.003083   0.000115 
   8.72531   0.003221   0.000115 
   8.78579   0.003254   0.000101 
   8.84628   0.003065   0.000104 
   8.90676   0.003021   0.000109 
   8.96724   0.002981   0.000109 
   9.02773   0.002893   0.000115 
   9.08821   0.002959   0.000116 
   9.14869   0.002818   0.000112 
   9.20918   0.002888   0.000115 
   9.26966   0.002884   0.000116 
