#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.001193   0.000088 
   5.24749   0.001333   0.000086 
   5.27773   0.001547   0.000086 
   5.30797   0.001413   0.000081 
   5.33821   0.001328   0.000080 
   5.36846   0.001180   0.000076 
   5.39870   0.001215   0.000079 
   5.42894   0.001178   0.000076 
   5.45918   0.001284   0.000073 
   5.48942   0.001180   0.000070 
   5.51967   0.001456   0.000068 
   5.54991   0.001283   0.000065 
   5.58015   0.001458   0.000068 
   5.61039   0.001366   0.000072 
   5.64063   0.001385   0.000063 
   5.67088   0.001238   0.000059 
   5.70112   0.001040   0.000055 
   5.73136   0.001216   0.000054 
   5.76160   0.001063   0.000059 
   5.79184   0.001044   0.000057 
   5.82209   0.001115   0.000059 
   5.85233   0.001037   0.000059 
   5.88257   0.000993   0.000062 
   5.91281   0.001022   0.000063 
   5.94305   0.001281   0.000063 
   5.97330   0.001009   0.000065 
   6.00354   0.001287   0.000066 
   6.03378   0.001367   0.000068 
   6.06402   0.001238   0.000067 
   6.09426   0.001429   0.000066 
   6.12451   0.001426   0.000070 
   6.15475   0.001181   0.000069 
   6.18499   0.001228   0.000067 
   6.21523   0.001055   0.000068 
   6.24547   0.001102   0.000068 
   6.27572   0.001447   0.000076 
   6.30596   0.001472   0.000085 
   6.33620   0.001344   0.000080 
   6.36644   0.001162   0.000081 
   6.39668   0.001172   0.000080 
   6.42693   0.001167   0.000082 
   6.45717   0.000851   0.000074 
   6.48741   0.000993   0.000076 
   6.51765   0.000910   0.000086 
   6.54789   0.000936   0.000093 
   6.57814   0.000890   0.000098 
   6.60838   0.000969   0.000099 
   6.63862   0.000940   0.000098 
   6.66886   0.000855   0.000095 
   6.69910   0.000829   0.000093 
   6.72935   0.000811   0.000104 
   6.75959   0.000866   0.000101 
   6.78983   0.000928   0.000108 
   6.82007   0.001225   0.000111 
   6.85031   0.001071   0.000147 
   6.88056   0.000943   0.000118 
   6.91080   0.001180   0.000112 
   6.94104   0.000894   0.000116 
   6.97128   0.001024   0.000129 
   7.00152   0.000866   0.000129 
   7.03177   0.001040   0.000120 
   7.06201   0.001055   0.000245 
   7.09225   0.000851   0.000347 
   7.12249   0.001123   0.000110 
   7.15273   0.001133   0.000108 
   7.18298   0.001023   0.000108 
   7.21322   0.000766   0.000123 
   7.24346   0.000724   0.000141 
   7.27370   0.000808   0.000168 
   7.30394   0.001065   0.000137 
   7.33419   0.001166   0.000142 
   7.36443   0.001033   0.000140 
   7.39467   0.000937   0.000137 
   7.42491   0.001153   0.000137 
   7.45515   0.000995   0.000137 
   7.48540   0.000886   0.000140 
   7.51564   0.000825   0.000056 
   7.57612   0.000869   0.000054 
   7.63660   0.000824   0.000050 
   7.69709   0.000731   0.000046 
   7.75757   0.000684   0.000052 
   7.81805   0.000899   0.000047 
   7.87854   0.000837   0.000041 
   7.93902   0.000897   0.000041 
   7.99951   0.000921   0.000039 
   8.05999   0.000932   0.000038 
   8.12047   0.000922   0.000037 
   8.18096   0.000834   0.000038 
   8.24144   0.000790   0.000038 
   8.30192   0.000832   0.000037 
   8.36241   0.000893   0.000037 
   8.42289   0.001001   0.000037 
   8.48337   0.000910   0.000033 
   8.54386   0.000922   0.000033 
   8.60434   0.000957   0.000031 
   8.66483   0.000925   0.000030 
   8.72531   0.000883   0.000028 
   8.78579   0.000917   0.000025 
   8.84628   0.000904   0.000025 
   8.90676   0.000905   0.000027 
   8.96724   0.000943   0.000025 
   9.02773   0.000986   0.000024 
   9.08821   0.000885   0.000024 
   9.14869   0.000910   0.000023 
   9.20918   0.000989   0.000024 
   9.26966   0.000971   0.000023 
   9.33015   0.000979   0.000023 
   9.39063   0.000908   0.000023 
   9.45111   0.000885   0.000024 
   9.51160   0.000998   0.000027 
   9.57208   0.000882   0.000029 
   9.63256   0.000918   0.000027 
   9.69305   0.000864   0.000028 
   9.75353   0.000862   0.000028 
   9.81401   0.000827   0.000028 
   9.87450   0.000836   0.000031 
   9.93498   0.000803   0.000029 
   9.99547   0.000847   0.000030 
  10.05595   0.000831   0.000030 
  10.11643   0.000830   0.000030 
  10.17692   0.000842   0.000030 
  10.23740   0.000836   0.000031 
  10.29788   0.000817   0.000032 
