#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.009637   0.000273 
   5.24749   0.009472   0.000279 
   5.27773   0.009689   0.000274 
   5.30797   0.009229   0.000289 
   5.33821   0.009580   0.000286 
   5.36846   0.009375   0.000369 
   5.39870   0.009204   0.000256 
   5.42894   0.009758   0.000272 
   5.45918   0.009528   0.000237 
   5.48942   0.009309   0.000271 
   5.51967   0.009495   0.000283 
   5.54991   0.009362   0.000218 
   5.58015   0.008954   0.000451 
   5.61039   0.009051   0.000310 
   5.64063   0.009124   0.000225 
   5.67088   0.008953   0.000206 
   5.70112   0.009065   0.000223 
   5.73136   0.008751   0.000222 
   5.76160   0.008748   0.000229 
   5.79184   0.008708   0.000221 
   5.82209   0.008750   0.000236 
   5.85233   0.008751   0.000220 
   5.88257   0.008759   0.000224 
   5.91281   0.008578   0.000224 
   5.94305   0.008573   0.000232 
   5.97330   0.008818   0.000231 
   6.00354   0.008885   0.000244 
   6.03378   0.008747   0.000247 
   6.06402   0.009094   0.000281 
   6.09426   0.009136   0.000286 
   6.12451   0.008836   0.000255 
   6.15475   0.009118   0.000237 
   6.18499   0.008866   0.000233 
   6.21523   0.009024   0.000245 
   6.24547   0.009055   0.000236 
   6.27572   0.008644   0.000272 
   6.30596   0.008503   0.000271 
   6.33620   0.008902   0.000269 
   6.36644   0.008544   0.000271 
   6.39668   0.008620   0.000271 
   6.42693   0.008147   0.000265 
   6.45717   0.008328   0.000276 
   6.48741   0.007570   0.000299 
   6.51765   0.008187   0.000334 
   6.54789   0.008037   0.000355 
   6.57814   0.007622   0.000323 
   6.60838   0.007621   0.000323 
   6.63862   0.007866   0.000330 
   6.66886   0.007462   0.000292 
   6.69910   0.007631   0.000281 
   6.72935   0.007502   0.000267 
   6.75959   0.007249   0.000318 
   6.78983   0.007405   0.000313 
   6.82007   0.007102   0.000334 
   6.85031   0.007205   0.000363 
   6.88056   0.007312   0.000798 
   6.91080   0.007700   0.000504 
   6.94104   0.007005   0.000387 
   6.97128   0.006786   0.000375 
   7.00152   0.007164   0.000383 
   7.03177   0.006956   0.000367 
   7.06201   0.006974   0.000384 
   7.09225   0.007294   0.000414 
   7.12249   0.007039   0.000366 
   7.15273   0.006981   0.000437 
   7.18298   0.007037   0.000415 
   7.21322   0.006503   0.000386 
   7.24346   0.007161   0.000396 
   7.27370   0.006981   0.000428 
   7.30394   0.006804   0.000418 
   7.33419   0.006726   0.000507 
   7.36443   0.006568   0.000458 
   7.39467   0.006111   0.000452 
   7.42491   0.006434   0.000521 
   7.45515   0.006881   0.000505 
   7.48540   0.006928   0.000495 
   7.51564   0.007105   0.000264 
   7.57612   0.007142   0.000233 
   7.63660   0.006876   0.000240 
   7.69709   0.006566   0.000210 
   7.75757   0.006542   0.000201 
   7.81805   0.006747   0.000195 
   7.87854   0.006207   0.000187 
   7.93902   0.005652   0.000188 
   7.99951   0.005769   0.000181 
   8.05999   0.005673   0.000178 
   8.12047   0.005408   0.000159 
   8.18096   0.005362   0.000169 
   8.24144   0.005290   0.000175 
   8.30192   0.004997   0.000180 
   8.36241   0.004792   0.000178 
   8.42289   0.004927   0.000178 
   8.48337   0.004941   0.000166 
   8.54386   0.004431   0.000173 
   8.60434   0.004218   0.000210 
   8.66483   0.004456   0.000214 
   8.72531   0.003990   0.000231 
   8.78579   0.003912   0.000210 
   8.84628   0.004406   0.000269 
   8.90676   0.004338   0.000237 
   8.96724   0.003995   0.000207 
   9.02773   0.004050   0.000218 
   9.08821   0.003900   0.000266 
   9.14869   0.003864   0.000223 
   9.20918   0.003676   0.000216 
   9.26966   0.004055   0.000239 
   9.33015   0.003534   0.000251 
   9.39063   0.003590   0.000253 
