#  wl(um)    flux(Jy)  eflux(Jy) 
   7.51564   0.000118   0.000034 
   7.57612   0.000058   0.000032 
   7.63660   0.000126   0.000032 
   7.69709   0.000070   0.000028 
   7.75757   0.000079   0.000024 
   7.81805   0.000106   0.000024 
   7.87854   0.000090   0.000027 
   7.93902   0.000057   0.000023 
   7.99951   0.000079   0.000022 
   8.05999   0.000051   0.000021 
   8.12047   0.000097   0.000020 
   8.18096   0.000128   0.000020 
   8.24144   0.000118   0.000018 
   8.30192   0.000109   0.000019 
   8.36241   0.000124   0.000018 
   8.42289   0.000201   0.000018 
   8.48337   0.000168   0.000017 
   8.54386   0.000226   0.000017 
   8.60434   0.000274   0.000016 
   8.66483   0.000260   0.000014 
   8.72531   0.000280   0.000014 
   8.78579   0.000260   0.000014 
   8.84628   0.000288   0.000015 
   8.90676   0.000326   0.000016 
   8.96724   0.000265   0.000016 
   9.02773   0.000282   0.000017 
   9.08821   0.000334   0.000016 
   9.14869   0.000372   0.000014 
   9.20918   0.000324   0.000015 
   9.26966   0.000399   0.000016 
   9.33015   0.000342   0.000016 
   9.39063   0.000314   0.000016 
   9.45111   0.000401   0.000017 
   9.51160   0.000403   0.000018 
   9.57208   0.000373   0.000019 
   9.63256   0.000360   0.000018 
   9.69305   0.000361   0.000020 
   9.75353   0.000405   0.000024 
   9.81401   0.000450   0.000024 
   9.87450   0.000406   0.000021 
   9.93498   0.000365   0.000020 
   9.99547   0.000356   0.000021 
  10.05595   0.000389   0.000021 
  10.11643   0.000404   0.000020 
  10.17692   0.000465   0.000019 
  10.23740   0.000465   0.000020 
  10.29788   0.000334   0.000021 
  10.35837   0.000218   0.000020 
  10.41885   0.000177   0.000021 
  10.47933   0.000202   0.000022 
  10.53982   0.000269   0.000022 
  10.60030   0.000277   0.000022 
  10.66079   0.000224   0.000023 
  10.72127   0.000159   0.000024 
  10.78175   0.000149   0.000025 
  10.84224   0.000186   0.000025 
  10.90272   0.000190   0.000027 
  10.96320   0.000268   0.000027 
  11.02369   0.000330   0.000028 
  11.08417   0.000422   0.000029 
  11.14465   0.000453   0.000030 
  11.20514   0.000431   0.000030 
  11.26562   0.000342   0.000034 
  11.32611   0.000405   0.000035 
  11.38659   0.000418   0.000032 
  11.44707   0.000359   0.000032 
  11.50756   0.000263   0.000034 
  11.56804   0.000371   0.000034 
  11.62852   0.000271   0.000035 
  11.68901   0.000285   0.000037 
  11.74949   0.000294   0.000035 
  11.80997   0.000310   0.000035 
  11.87046   0.000376   0.000034 
  11.93094   0.000231   0.000033 
  11.99143   0.000195   0.000033 
  12.05191   0.000271   0.000034 
  12.11239   0.000353   0.000033 
  12.17288   0.000337   0.000032 
  12.23336   0.000231   0.000031 
  12.29384   0.000246   0.000032 
  12.35433   0.000307   0.000033 
  12.41481   0.000299   0.000032 
  12.47529   0.000269   0.000032 
  12.53578   0.000264   0.000031 
  12.59626   0.000251   0.000031 
  12.65675   0.000349   0.000032 
  12.71723   0.000172   0.000032 
  12.77771   0.000226   0.000032 
  12.83820   0.000233   0.000034 
  12.89868   0.000276   0.000034 
  12.95916   0.000218   0.000035 
  13.01965   0.000206   0.000035 
  13.08013   0.000190   0.000036 
  13.14061   0.000197   0.000038 
  13.20110   0.000271   0.000039 
  13.26158   0.000285   0.000041 
  13.32206   0.000234   0.000042 
  13.38255   0.000228   0.000044 
  13.44303   0.000264   0.000042 
  13.50352   0.000342   0.000044 
  13.56400   0.000251   0.000045 
  13.62448   0.000236   0.000045 
  13.68497   0.000268   0.000046 
  13.74545   0.000299   0.000048 
  13.80593   0.000271   0.000047 
  13.86642   0.000341   0.000045 
  13.92690   0.000289   0.000047 
  13.98738   0.000196   0.000049 
  14.04787   0.000361   0.000050 
  14.10835   0.000311   0.000051 
  14.16884   0.000264   0.000051 
