#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000686   0.000068 
   5.24749   0.000668   0.000064 
   5.27773   0.000557   0.000058 
   5.30797   0.000622   0.000053 
   5.33821   0.000827   0.000055 
   5.36846   0.000778   0.000046 
   5.39870   0.000642   0.000050 
   5.42894   0.000786   0.000045 
   5.45918   0.000767   0.000063 
   5.48942   0.000630   0.000045 
   5.51967   0.000569   0.000051 
   5.54991   0.000557   0.000048 
   5.58015   0.000730   0.000052 
   5.61039   0.000580   0.000049 
   5.64063   0.000528   0.000041 
   5.67088   0.000597   0.000069 
   5.70112   0.000582   0.000066 
   5.73136   0.000632   0.000048 
   5.76160   0.000666   0.000044 
   5.79184   0.000756   0.000071 
   5.82209   0.000568   0.000047 
   5.85233   0.000710   0.000049 
   5.88257   0.000564   0.000047 
   5.91281   0.000592   0.000051 
   5.94305   0.000740   0.000051 
   5.97330   0.000758   0.000058 
   6.00354   0.000604   0.000050 
   6.03378   0.000590   0.000045 
   6.06402   0.000499   0.000050 
   6.09426   0.000567   0.000047 
   6.12451   0.000574   0.000066 
   6.15475   0.000566   0.000054 
   6.18499   0.000640   0.000045 
   6.21523   0.000499   0.000050 
   6.24547   0.000446   0.000081 
   6.27572   0.000551   0.000076 
   6.30596   0.000603   0.000074 
   6.33620   0.000526   0.000055 
   6.36644   0.000672   0.000063 
   6.39668   0.000457   0.000056 
   6.42693   0.000533   0.000049 
   6.45717   0.000660   0.000050 
   6.48741   0.000465   0.000051 
   6.51765   0.000473   0.000051 
   6.54789   0.000366   0.000085 
   6.57814   0.000671   0.000115 
   6.60838   0.000501   0.000068 
   6.63862   0.000394   0.000068 
   6.66886   0.000459   0.000054 
   6.69910   0.000539   0.000055 
   6.72935   0.000475   0.000064 
   6.75959   0.000441   0.000080 
   6.78983   0.000567   0.000099 
   6.82007   0.000624   0.000114 
   6.85031   0.000369   0.000112 
   6.88056   0.000350   0.000128 
   6.91080   0.000517   0.000081 
   6.94104   0.000371   0.000072 
   6.97128   0.000484   0.000067 
   7.00152   0.000573   0.000082 
   7.03177   0.000629   0.000083 
   7.06201   0.000595   0.000070 
   7.09225   0.000519   0.000075 
   7.12249   0.000386   0.000071 
   7.15273   0.000375   0.000092 
   7.18298   0.000694   0.000063 
   7.21322   0.000480   0.000069 
   7.24346   0.000501   0.000080 
   7.27370   0.000677   0.000068 
   7.30394   0.000529   0.000069 
   7.33419   0.000563   0.000067 
   7.36443   0.000720   0.000075 
   7.39467   0.000625   0.000066 
   7.42491   0.000604   0.000072 
   7.45515   0.000563   0.000101 
   7.48540   0.000661   0.000127 
   7.51564   0.000504   0.000074 
   7.57612   0.000616   0.000057 
   7.63660   0.000569   0.000052 
   7.69709   0.000623   0.000046 
   7.75757   0.000509   0.000044 
   7.81805   0.000469   0.000038 
   7.87854   0.000394   0.000038 
   7.93902   0.000406   0.000046 
   7.99951   0.000532   0.000049 
   8.05999   0.000469   0.000049 
   8.12047   0.000454   0.000040 
   8.18096   0.000493   0.000037 
   8.24144   0.000411   0.000041 
   8.30192   0.000424   0.000045 
   8.36241   0.000399   0.000034 
   8.42289   0.000356   0.000039 
   8.48337   0.000449   0.000033 
   8.54386   0.000502   0.000036 
   8.60434   0.000405   0.000031 
   8.66483   0.000393   0.000034 
   8.72531   0.000486   0.000039 
   8.78579   0.000432   0.000035 
   8.84628   0.000437   0.000034 
   8.90676   0.000511   0.000040 
   8.96724   0.000417   0.000041 
   9.02773   0.000470   0.000038 
   9.08821   0.000419   0.000031 
   9.14869   0.000380   0.000029 
   9.20918   0.000366   0.000046 
   9.26966   0.000441   0.000033 
   9.33015   0.000477   0.000031 
   9.39063   0.000375   0.000041 
   9.45111   0.000411   0.000038 
   9.51160   0.000465   0.000051 
   9.57208   0.000453   0.000032 
   9.63256   0.000450   0.000041 
   9.69305   0.000453   0.000053 
   9.75353   0.000493   0.000050 
   9.81401   0.000413   0.000046 
   9.87450   0.000351   0.000038 
   9.93498   0.000283   0.000042 
   9.99547   0.000396   0.000033 
  10.05595   0.000336   0.000033 
  10.11643   0.000328   0.000039 
  10.17692   0.000412   0.000040 
  10.23740   0.000406   0.000041 
  10.29788   0.000439   0.000040 
  10.35837   0.000372   0.000041 
  10.41885   0.000376   0.000040 
  10.47933   0.000341   0.000046 
  10.53982   0.000457   0.000044 
  10.60030   0.000283   0.000039 
  10.66079   0.000388   0.000044 
  10.72127   0.000349   0.000039 
  10.78175   0.000411   0.000040 
  10.84224   0.000430   0.000045 
  10.90272   0.000335   0.000057 
  10.96320   0.000320   0.000050 
  11.02369   0.000328   0.000050 
  11.08417   0.000265   0.000056 
  11.14465   0.000356   0.000044 
  11.20514   0.000335   0.000042 
  11.26562   0.000383   0.000047 
  11.32611   0.000295   0.000046 
  11.38659   0.000314   0.000052 
  11.44707   0.000334   0.000056 
  11.50756   0.000274   0.000045 
  11.56804   0.000197   0.000049 
  11.62852   0.000216   0.000087 
  11.68901   0.000330   0.000052 
  11.74949   0.000245   0.000053 
  11.80997   0.000383   0.000064 
  11.87046   0.000256   0.000048 
  11.93094   0.000261   0.000049 
  11.99143   0.000274   0.000046 
  12.05191   0.000196   0.000048 
  12.11239   0.000233   0.000066 
  12.17288   0.000211   0.000053 
  12.23336   0.000328   0.000050 
  12.29384   0.000216   0.000045 
  12.35433   0.000261   0.000044 
  12.41481   0.000341   0.000051 
  12.47529   0.000238   0.000065 
  12.53578   0.000262   0.000067 
  12.59626   0.000331   0.000054 
  12.65675   0.000316   0.000065 
  12.71723   0.000212   0.000056 
  12.77771   0.000230   0.000059 
  12.83820   0.000179   0.000062 
