#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.003483   0.000188 
   5.24749   0.003307   0.000203 
   5.27773   0.003618   0.000266 
   5.30797   0.003354   0.000227 
   5.33821   0.003578   0.000228 
   5.36846   0.003595   0.000226 
   5.39870   0.003182   0.000291 
   5.42894   0.003123   0.000157 
   5.45918   0.003260   0.000145 
   5.48942   0.003129   0.000147 
   5.51967   0.003413   0.000264 
   5.54991   0.003250   0.000154 
   5.58015   0.003192   0.000155 
   5.61039   0.003015   0.000161 
   5.64063   0.003096   0.000144 
   5.67088   0.003096   0.000186 
   5.70112   0.003001   0.000174 
   5.73136   0.002799   0.000156 
   5.76160   0.003024   0.000234 
   5.79184   0.003015   0.000187 
   5.82209   0.003006   0.000144 
   5.85233   0.002987   0.000146 
   5.88257   0.002921   0.000162 
   5.91281   0.003029   0.000156 
   5.94305   0.002789   0.000155 
   5.97330   0.003010   0.000218 
   6.00354   0.003140   0.000159 
   6.03378   0.003120   0.000175 
   6.06402   0.003160   0.000162 
   6.09426   0.003280   0.000253 
   6.12451   0.002974   0.000179 
   6.15475   0.003225   0.000222 
   6.18499   0.002914   0.000239 
   6.21523   0.002838   0.000242 
   6.24547   0.003050   0.000204 
   6.27572   0.003059   0.000201 
   6.30596   0.003059   0.000202 
   6.33620   0.002785   0.000225 
   6.36644   0.002733   0.000201 
   6.39668   0.002827   0.000177 
   6.42693   0.002895   0.000171 
   6.45717   0.002897   0.000188 
   6.48741   0.002679   0.000177 
   6.51765   0.002723   0.000182 
   6.54789   0.002630   0.000214 
   6.57814   0.002559   0.000239 
   6.60838   0.002620   0.000223 
   6.63862   0.002299   0.000201 
   6.66886   0.002557   0.000205 
   6.69910   0.002524   0.000211 
   6.72935   0.002338   0.000219 
   6.75959   0.002115   0.000211 
   6.78983   0.002155   0.000214 
   6.82007   0.002204   0.000218 
   6.85031   0.002318   0.000253 
   6.88056   0.002190   0.000283 
   6.91080   0.002483   0.000262 
   6.94104   0.002553   0.000242 
   6.97128   0.002414   0.000257 
   7.00152   0.002294   0.000269 
   7.03177   0.002517   0.000307 
   7.06201   0.002274   0.000283 
   7.09225   0.002713   0.000528 
   7.12249   0.002155   0.000591 
   7.15273   0.001981   0.000412 
   7.18298   0.002153   0.000261 
   7.21322   0.002211   0.000289 
   7.24346   0.002215   0.000314 
   7.27370   0.002242   0.000327 
   7.30394   0.002334   0.000301 
   7.33419   0.002481   0.000297 
   7.36443   0.002560   0.000292 
   7.39467   0.002407   0.000292 
   7.42491   0.002434   0.000413 
   7.45515   0.002204   0.000462 
   7.48540   0.002397   0.000351 
   7.51564   0.001994   0.000209 
   7.57612   0.002263   0.000225 
   7.63660   0.002290   0.000171 
   7.69709   0.001876   0.000153 
   7.75757   0.001759   0.000131 
   7.81805   0.001960   0.000140 
   7.87854   0.001795   0.000118 
   7.93902   0.001551   0.000121 
   7.99951   0.001724   0.000143 
   8.05999   0.001656   0.000119 
   8.12047   0.001725   0.000112 
   8.18096   0.001653   0.000114 
   8.24144   0.001471   0.000138 
   8.30192   0.001420   0.000124 
   8.36241   0.001199   0.000120 
   8.42289   0.001215   0.000112 
   8.48337   0.001260   0.000178 
   8.54386   0.001403   0.000119 
   8.60434   0.001356   0.000175 
   8.66483   0.001163   0.000191 
   8.72531   0.000964   0.000116 
   8.78579   0.001306   0.000108 
   8.84628   0.001297   0.000128 
   8.90676   0.001056   0.000114 
   8.96724   0.001151   0.000144 
   9.02773   0.001208   0.000123 
   9.08821   0.001160   0.000122 
   9.14869   0.001089   0.000178 
   9.20918   0.001102   0.000177 
   9.26966   0.000981   0.000162 
   9.33015   0.001199   0.000190 
   9.39063   0.001172   0.000189 
   9.45111   0.001284   0.000185 
   9.51160   0.001344   0.000141 
   9.57208   0.001120   0.000139 
   9.63256   0.001018   0.000230 
   9.69305   0.000910   0.000142 
   9.75353   0.001056   0.000176 
   9.81401   0.000924   0.000145 
   9.87450   0.001074   0.000120 
   9.93498   0.001216   0.000126 
   9.99547   0.001134   0.000144 
  10.05595   0.001125   0.000239 
  10.11643   0.000945   0.000197 
  10.17692   0.001091   0.000136 
  10.23740   0.000943   0.000135 
  10.29788   0.001027   0.000135 
  10.35837   0.001372   0.000129 
  10.41885   0.001600   0.000132 
  10.47933   0.001336   0.000154 
  10.53982   0.001214   0.000179 
  10.60030   0.001159   0.000174 
  10.66079   0.001326   0.000237 
  10.72127   0.001371   0.000205 
  10.78175   0.001079   0.000153 
  10.84224   0.001029   0.000145 
  10.90272   0.001127   0.000154 
  10.96320   0.001066   0.000199 
  11.02369   0.001055   0.000256 
  11.08417   0.001184   0.000223 
  11.14465   0.000950   0.000180 
  11.20514   0.001188   0.000178 
  11.26562   0.001170   0.000205 
  11.32611   0.001012   0.000195 
  11.38659   0.000799   0.000185 
  11.44707   0.000848   0.000223 
  11.50756   0.000964   0.000244 
  11.56804   0.000890   0.000203 
  11.62852   0.000918   0.000240 
  11.68901   0.001295   0.000201 
  11.74949   0.001098   0.000241 
  11.80997   0.000947   0.000277 
  11.87046   0.001067   0.000203 
  11.93094   0.000981   0.000308 
  11.99143   0.001180   0.000250 
  12.05191   0.001360   0.000233 
  12.11239   0.001259   0.000243 
  12.17288   0.001380   0.000256 
  12.23336   0.001222   0.000222 
  12.29384   0.001092   0.000193 
  12.35433   0.001151   0.000198 
  12.41481   0.000920   0.000199 
  12.47529   0.000758   0.000230 
  12.53578   0.001229   0.000208 
  12.59626   0.001055   0.000207 
  12.65675   0.000777   0.000219 
  12.71723   0.000720   0.000193 
  12.77771   0.000576   0.000213 
  12.83820   0.000524   0.000202 
  12.89868   0.000814   0.000207 
  12.95916   0.000928   0.000232 
  13.01965   0.001161   0.000210 
  13.08013   0.000918   0.000224 
  13.14061   0.001029   0.000255 
  13.20110   0.000847   0.000269 
  13.26158   0.001192   0.000288 
  13.32206   0.000630   0.000246 
  13.38255   0.000700   0.000275 
  13.44303   0.000935   0.000303 
  13.50352   0.001192   0.000267 
  13.56400   0.000981   0.000269 
  13.62448   0.001375   0.000336 
  13.68497   0.001197   0.000328 
  13.74545   0.001048   0.000376 
  13.80593   0.000978   0.000347 
  13.86642   0.000893   0.000310 
  13.92690   0.000614   0.000340 
  13.98738   0.000567   0.000343 
  14.04787   0.000793   0.000368 
  14.10835   0.000789   0.000420 
  14.16884   0.000603   0.000487 
