#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.010534   0.000197 
   5.24749   0.011384   0.000199 
   5.27773   0.010929   0.000207 
   5.30797   0.010393   0.000231 
   5.33821   0.011099   0.000186 
   5.36846   0.010626   0.000181 
   5.39870   0.010491   0.000181 
   5.42894   0.010110   0.000161 
   5.45918   0.010778   0.000160 
   5.48942   0.010780   0.000196 
   5.51967   0.010554   0.000189 
   5.54991   0.010190   0.000203 
   5.58015   0.010153   0.000176 
   5.61039   0.010388   0.000160 
   5.64063   0.010071   0.000164 
   5.67088   0.009825   0.000178 
   5.70112   0.009622   0.000154 
   5.73136   0.009304   0.000253 
   5.76160   0.009545   0.000206 
   5.79184   0.009639   0.000191 
   5.82209   0.009488   0.000155 
   5.85233   0.009387   0.000162 
   5.88257   0.009619   0.000195 
   5.91281   0.009715   0.000169 
   5.94305   0.009638   0.000166 
   5.97330   0.010010   0.000256 
   6.00354   0.010648   0.000202 
   6.03378   0.010230   0.000184 
   6.06402   0.010053   0.000181 
   6.09426   0.010281   0.000171 
   6.12451   0.010785   0.000162 
   6.15475   0.010873   0.000159 
   6.18499   0.010609   0.000169 
   6.21523   0.010890   0.000189 
   6.24547   0.010856   0.000170 
   6.27572   0.011466   0.000178 
   6.30596   0.011546   0.000181 
   6.33620   0.011019   0.000182 
   6.36644   0.010850   0.000189 
   6.39668   0.009909   0.000222 
   6.42693   0.009228   0.000212 
   6.45717   0.008978   0.000203 
   6.48741   0.007705   0.000231 
   6.51765   0.007756   0.000267 
   6.54789   0.007796   0.000242 
   6.57814   0.007542   0.000271 
   6.60838   0.007102   0.000211 
   6.63862   0.007095   0.000234 
   6.66886   0.007477   0.000197 
   6.69910   0.007478   0.000190 
   6.72935   0.007615   0.000187 
   6.75959   0.007845   0.000209 
   6.78983   0.007127   0.000210 
   6.82007   0.006871   0.000219 
   6.85031   0.006702   0.000273 
   6.88056   0.006963   0.000234 
   6.91080   0.007941   0.000219 
   6.94104   0.008038   0.000242 
   6.97128   0.008014   0.000243 
   7.00152   0.008261   0.000250 
   7.03177   0.007843   0.000262 
   7.06201   0.007658   0.000261 
   7.09225   0.007448   0.000249 
   7.12249   0.006997   0.000242 
   7.15273   0.007049   0.000247 
   7.18298   0.007671   0.000241 
   7.21322   0.007172   0.000240 
   7.24346   0.006945   0.000253 
   7.27370   0.007272   0.000259 
   7.30394   0.007242   0.000266 
   7.33419   0.007389   0.000264 
   7.36443   0.007397   0.000268 
   7.39467   0.007460   0.000277 
   7.42491   0.007538   0.000306 
   7.45515   0.007332   0.000291 
   7.48540   0.007307   0.000325 
   7.51564   0.006843   0.000173 
   7.57612   0.007269   0.000171 
   7.63660   0.007177   0.000157 
   7.69709   0.007036   0.000152 
   7.75757   0.006800   0.000153 
   7.81805   0.006572   0.000127 
   7.87854   0.006610   0.000129 
   7.93902   0.006919   0.000127 
   7.99951   0.006660   0.000120 
   8.05999   0.006505   0.000117 
   8.12047   0.006494   0.000117 
   8.18096   0.006482   0.000118 
   8.24144   0.006435   0.000116 
   8.30192   0.006132   0.000120 
   8.36241   0.006040   0.000123 
   8.42289   0.006184   0.000123 
   8.48337   0.006023   0.000120 
   8.54386   0.006172   0.000122 
   8.60434   0.006129   0.000146 
   8.66483   0.005883   0.000142 
   8.72531   0.005908   0.000139 
   8.78579   0.005506   0.000142 
   8.84628   0.005588   0.000145 
   8.90676   0.005618   0.000146 
   8.96724   0.005624   0.000147 
   9.02773   0.005597   0.000154 
   9.08821   0.005407   0.000150 
   9.14869   0.005312   0.000149 
   9.20918   0.005161   0.000150 
   9.26966   0.005318   0.000160 
   9.33015   0.005230   0.000173 
   9.39063   0.005127   0.000195 
   9.45111   0.005160   0.000170 
   9.51160   0.005303   0.000163 
   9.57208   0.005371   0.000162 
   9.63256   0.005282   0.000189 
   9.69305   0.005357   0.000156 
   9.75353   0.005253   0.000208 
   9.81401   0.005111   0.000213 
   9.87450   0.004976   0.000162 
   9.93498   0.005037   0.000154 
   9.99547   0.005123   0.000153 
  10.05595   0.005162   0.000154 
  10.11643   0.005438   0.000156 
  10.17692   0.005565   0.000156 
  10.23740   0.005388   0.000155 
  10.29788   0.005018   0.000156 
  10.35837   0.004851   0.000158 
  10.41885   0.004768   0.000167 
  10.47933   0.004917   0.000168 
  10.53982   0.004859   0.000166 
  10.60030   0.004997   0.000170 
  10.66079   0.004988   0.000174 
  10.72127   0.005298   0.000176 
  10.78175   0.005163   0.000186 
  10.84224   0.004935   0.000196 
  10.90272   0.004655   0.000199 
  10.96320   0.004401   0.000214 
  11.02369   0.004657   0.000210 
  11.08417   0.004638   0.000223 
  11.14465   0.004641   0.000222 
  11.20514   0.005137   0.000216 
  11.26562   0.004734   0.000225 
  11.32611   0.004714   0.000254 
  11.38659   0.004858   0.000259 
  11.44707   0.004611   0.000228 
  11.50756   0.004298   0.000230 
  11.56804   0.004381   0.000238 
  11.62852   0.004519   0.000253 
  11.68901   0.004690   0.000247 
  11.74949   0.004244   0.000246 
  11.80997   0.004462   0.000265 
  11.87046   0.004331   0.000251 
  11.93094   0.004656   0.000241 
  11.99143   0.004523   0.000249 
  12.05191   0.004603   0.000246 
  12.11239   0.004309   0.000251 
  12.17288   0.004139   0.000247 
  12.23336   0.004045   0.000240 
  12.29384   0.004109   0.000241 
  12.35433   0.004020   0.000245 
  12.41481   0.004018   0.000236 
  12.47529   0.003787   0.000232 
  12.53578   0.003704   0.000230 
  12.59626   0.003562   0.000234 
  12.65675   0.003704   0.000233 
  12.71723   0.003952   0.000237 
  12.77771   0.003978   0.000239 
  12.83820   0.003758   0.000247 
  12.89868   0.003766   0.000249 
  12.95916   0.003875   0.000254 
  13.01965   0.003670   0.000265 
  13.08013   0.003516   0.000275 
  13.14061   0.003306   0.000320 
  13.20110   0.003535   0.000340 
  13.26158   0.003508   0.000301 
  13.32206   0.003232   0.000306 
  13.38255   0.003596   0.000324 
  13.44303   0.003295   0.000328 
  13.50352   0.003431   0.000329 
  13.56400   0.003604   0.000336 
  13.62448   0.003385   0.000353 
  13.68497   0.003118   0.000378 
  13.74545   0.002989   0.000353 
  13.80593   0.003331   0.000359 
  13.86642   0.003258   0.000347 
  13.92690   0.003101   0.000369 
  13.98738   0.003240   0.000371 
  14.04787   0.003423   0.000386 
  14.10835   0.003466   0.000396 
  14.16884   0.003300   0.000388 
