#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.001019   0.000162 
   5.24749   0.001092   0.000174 
   5.27773   0.001128   0.000158 
   5.30797   0.001115   0.000171 
   5.33821   0.001334   0.000128 
   5.36846   0.001039   0.000132 
   5.39870   0.000922   0.000132 
   5.42894   0.000885   0.000137 
   5.45918   0.000964   0.000128 
   5.48942   0.000909   0.000127 
   5.51967   0.001049   0.000128 
   5.54991   0.000920   0.000121 
   5.58015   0.000829   0.000120 
   5.61039   0.000819   0.000128 
   5.64063   0.000884   0.000187 
   5.67088   0.000909   0.000152 
   5.70112   0.000838   0.000120 
   5.73136   0.000749   0.000111 
   5.76160   0.000673   0.000104 
   5.79184   0.000839   0.000119 
   5.82209   0.000716   0.000114 
   5.85233   0.000474   0.000124 
   5.88257   0.000559   0.000126 
   5.91281   0.000705   0.000118 
   5.94305   0.000978   0.000127 
   5.97330   0.000984   0.000136 
   6.00354   0.000951   0.000138 
   6.03378   0.000806   0.000131 
   6.06402   0.000718   0.000125 
   6.09426   0.000925   0.000142 
   6.12451   0.000801   0.000117 
   6.15475   0.000894   0.000126 
   6.18499   0.000904   0.000177 
   6.21523   0.000969   0.000167 
   6.24547   0.000936   0.000152 
   6.27572   0.000963   0.000121 
   6.30596   0.001215   0.000131 
   6.33620   0.001232   0.000139 
   6.36644   0.001069   0.000139 
   6.39668   0.000549   0.000139 
   6.42693   0.000591   0.000139 
   6.45717   0.000531   0.000140 
   6.48741   0.000466   0.000143 
   6.51765   0.000385   0.000207 
   6.54789   0.000486   0.000162 
   6.57814   0.000699   0.000186 
   6.60838   0.000446   0.000169 
   6.63862   0.000474   0.000164 
   6.66886   0.000749   0.000161 
   6.69910   0.000540   0.000160 
   6.72935   0.000696   0.000162 
   6.75959   0.000452   0.000169 
   6.78983   0.000649   0.000172 
   6.82007   0.000817   0.000175 
   6.85031   0.000733   0.000188 
   6.88056   0.000807   0.000186 
   6.91080   0.000904   0.000190 
   6.94104   0.000713   0.000228 
   6.97128   0.000926   0.000214 
   7.00152   0.000899   0.000220 
   7.03177   0.000578   0.000229 
   7.06201   0.000526   0.000262 
   7.09225   0.000481   0.000216 
   7.12249   0.000715   0.000271 
   7.15273   0.000749   0.000218 
   7.18298   0.000533   0.000213 
   7.21322   0.000371   0.000231 
   7.24346   0.000543   0.000255 
   7.27370   0.000568   0.000232 
   7.30394   0.000309   0.000232 
   7.33419   0.000507   0.000230 
   7.36443   0.000277   0.000247 
   7.39467   0.000559   0.000278 
   7.42491   0.000742   0.000256 
   7.45515   0.000656   0.000268 
   7.48540   0.000707   0.000283 
   7.51564   0.000500   0.000171 
   7.57612   0.000664   0.000157 
   7.63660   0.000760   0.000142 
   7.69709   0.000609   0.000125 
   7.75757   0.000476   0.000117 
   7.81805   0.000403   0.000111 
   7.87854   0.000526   0.000108 
   7.93902   0.000580   0.000107 
   7.99951   0.000721   0.000101 
   8.05999   0.000787   0.000114 
   8.12047   0.000692   0.000129 
   8.18096   0.000572   0.000111 
   8.24144   0.000683   0.000093 
   8.30192   0.000784   0.000088 
   8.36241   0.000713   0.000091 
   8.42289   0.000732   0.000094 
   8.48337   0.000953   0.000098 
   8.54386   0.000822   0.000100 
   8.60434   0.000828   0.000100 
   8.66483   0.000806   0.000108 
   8.72531   0.001074   0.000105 
   8.78579   0.001185   0.000104 
   8.84628   0.001250   0.000105 
   8.90676   0.001105   0.000101 
   8.96724   0.001090   0.000112 
   9.02773   0.001187   0.000108 
   9.08821   0.001246   0.000115 
   9.14869   0.001433   0.000110 
   9.20918   0.001169   0.000122 
   9.26966   0.001312   0.000117 
   9.33015   0.001401   0.000122 
   9.39063   0.001438   0.000163 
   9.45111   0.001480   0.000120 
   9.51160   0.001432   0.000131 
   9.57208   0.001397   0.000152 
   9.63256   0.001499   0.000128 
   9.69305   0.001351   0.000121 
   9.75353   0.001433   0.000144 
   9.81401   0.001484   0.000141 
   9.87450   0.001502   0.000121 
   9.93498   0.001465   0.000118 
   9.99547   0.001686   0.000133 
  10.05595   0.001455   0.000111 
  10.11643   0.001600   0.000110 
  10.17692   0.001662   0.000110 
  10.23740   0.001573   0.000110 
  10.29788   0.001408   0.000115 
  10.35837   0.001066   0.000119 
  10.41885   0.000989   0.000129 
  10.47933   0.000952   0.000131 
  10.53982   0.000956   0.000123 
  10.60030   0.000964   0.000126 
  10.66079   0.000906   0.000133 
  10.72127   0.000833   0.000139 
  10.78175   0.000944   0.000141 
  10.84224   0.001145   0.000145 
  10.90272   0.001008   0.000156 
  10.96320   0.000844   0.000160 
  11.02369   0.000933   0.000161 
  11.08417   0.001340   0.000156 
  11.14465   0.001272   0.000193 
  11.20514   0.001199   0.000159 
  11.26562   0.001071   0.000168 
  11.32611   0.001309   0.000195 
  11.38659   0.001082   0.000196 
  11.44707   0.001041   0.000164 
  11.50756   0.001149   0.000175 
  11.56804   0.001322   0.000185 
  11.62852   0.001222   0.000187 
  11.68901   0.001153   0.000223 
  11.74949   0.001172   0.000189 
  11.80997   0.001408   0.000189 
  11.87046   0.001421   0.000180 
  11.93094   0.001207   0.000178 
  11.99143   0.000905   0.000179 
  12.05191   0.001031   0.000180 
  12.11239   0.001421   0.000198 
  12.17288   0.001379   0.000193 
  12.23336   0.001285   0.000177 
  12.29384   0.001155   0.000195 
  12.35433   0.001270   0.000201 
  12.41481   0.001091   0.000186 
  12.47529   0.001005   0.000185 
  12.53578   0.001063   0.000178 
  12.59626   0.001247   0.000174 
  12.65675   0.001290   0.000174 
  12.71723   0.000963   0.000176 
  12.77771   0.000934   0.000191 
  12.83820   0.001250   0.000188 
  12.89868   0.001184   0.000186 
  12.95916   0.001025   0.000186 
  13.01965   0.001036   0.000197 
  13.08013   0.000951   0.000202 
