#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.001030   0.000156 
   5.24749   0.001008   0.000146 
   5.27773   0.001298   0.000143 
   5.30797   0.001102   0.000125 
   5.33821   0.001073   0.000160 
   5.36846   0.001019   0.000120 
   5.39870   0.001065   0.000132 
   5.42894   0.001112   0.000117 
   5.45918   0.000976   0.000112 
   5.48942   0.000832   0.000106 
   5.51967   0.000860   0.000104 
   5.54991   0.000863   0.000106 
   5.58015   0.000661   0.000105 
   5.61039   0.000778   0.000120 
   5.64063   0.001105   0.000117 
   5.67088   0.001073   0.000111 
   5.70112   0.000995   0.000109 
   5.73136   0.001015   0.000100 
   5.76160   0.001045   0.000099 
   5.79184   0.000877   0.000106 
   5.82209   0.001051   0.000106 
   5.85233   0.000985   0.000104 
   5.88257   0.000846   0.000107 
   5.91281   0.001287   0.000107 
   5.94305   0.001396   0.000104 
   5.97330   0.001246   0.000103 
   6.00354   0.001423   0.000100 
   6.03378   0.001343   0.000109 
   6.06402   0.001158   0.000114 
   6.09426   0.001490   0.000129 
   6.12451   0.001265   0.000105 
   6.15475   0.001060   0.000105 
   6.18499   0.001534   0.000102 
   6.21523   0.001331   0.000100 
   6.24547   0.001058   0.000112 
   6.27572   0.001368   0.000112 
   6.30596   0.001406   0.000124 
   6.33620   0.001326   0.000134 
   6.36644   0.001109   0.000137 
   6.39668   0.001443   0.000121 
   6.42693   0.001230   0.000136 
   6.45717   0.001584   0.000134 
   6.48741   0.001131   0.000133 
   6.51765   0.001242   0.000155 
   6.54789   0.001207   0.000159 
   6.57814   0.000727   0.000164 
   6.60838   0.001081   0.000167 
   6.63862   0.000879   0.000168 
   6.66886   0.000622   0.000166 
   6.69910   0.000998   0.000147 
   6.72935   0.001212   0.000155 
   6.75959   0.001063   0.000175 
   6.78983   0.000729   0.000172 
   6.82007   0.000794   0.000173 
   6.85031   0.000888   0.000176 
   6.88056   0.001100   0.000188 
   6.91080   0.000625   0.000191 
   6.94104   0.000779   0.000192 
   6.97128   0.000676   0.000212 
