#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.004679   0.000275 
   5.24749   0.004628   0.000193 
   5.27773   0.004576   0.000190 
   5.30797   0.004288   0.000199 
   5.33821   0.004324   0.000169 
   5.36846   0.004263   0.000182 
   5.39870   0.004317   0.000175 
   5.42894   0.004336   0.000168 
   5.45918   0.004364   0.000161 
   5.48942   0.004438   0.000167 
   5.51967   0.004107   0.000161 
   5.54991   0.004065   0.000157 
   5.58015   0.003978   0.000147 
   5.61039   0.003993   0.000176 
   5.64063   0.004110   0.000174 
   5.67088   0.004137   0.000160 
   5.70112   0.003932   0.000156 
   5.73136   0.003757   0.000155 
   5.76160   0.003867   0.000152 
   5.79184   0.003916   0.000164 
   5.82209   0.003844   0.000169 
   5.85233   0.003798   0.000161 
   5.88257   0.003961   0.000199 
   5.91281   0.004037   0.000222 
   5.94305   0.003897   0.000222 
   5.97330   0.003971   0.000255 
   6.00354   0.003998   0.000294 
   6.03378   0.004097   0.000164 
   6.06402   0.004000   0.000156 
   6.09426   0.003927   0.000197 
   6.12451   0.004030   0.000300 
   6.15475   0.004022   0.000159 
   6.18499   0.004041   0.000166 
   6.21523   0.003911   0.000147 
   6.24547   0.003849   0.000163 
   6.27572   0.003902   0.000159 
   6.30596   0.003962   0.000179 
   6.33620   0.003774   0.000188 
   6.36644   0.003639   0.000199 
   6.39668   0.003517   0.000203 
   6.42693   0.003602   0.000181 
   6.45717   0.003429   0.000193 
   6.48741   0.003420   0.000224 
   6.51765   0.003553   0.000207 
   6.54789   0.003480   0.000202 
   6.57814   0.003167   0.000212 
   6.60838   0.003081   0.000215 
   6.63862   0.003410   0.000211 
   6.66886   0.003246   0.000209 
   6.69910   0.003117   0.000231 
   6.72935   0.003134   0.000194 
   6.75959   0.003197   0.000201 
   6.78983   0.003120   0.000209 
   6.82007   0.003077   0.000218 
   6.85031   0.003314   0.000233 
   6.88056   0.003323   0.000231 
   6.91080   0.003415   0.000224 
   6.94104   0.003578   0.000246 
   6.97128   0.003271   0.000265 
   7.00152   0.003460   0.000282 
   7.03177   0.003318   0.000272 
   7.06201   0.003051   0.000256 
   7.09225   0.003099   0.000282 
   7.12249   0.002840   0.000253 
   7.15273   0.002740   0.000264 
   7.18298   0.003291   0.000264 
   7.21322   0.002962   0.000265 
   7.24346   0.003212   0.000303 
   7.27370   0.003462   0.000303 
   7.30394   0.003118   0.000328 
   7.33419   0.003159   0.000558 
   7.36443   0.002711   0.000384 
   7.39467   0.002607   0.000308 
   7.42491   0.002988   0.000340 
   7.45515   0.002984   0.000313 
   7.48540   0.002996   0.000340 
   7.51564   0.002756   0.000194 
   7.57612   0.002764   0.000176 
   7.63660   0.003009   0.000161 
   7.69709   0.002792   0.000177 
   7.75757   0.002538   0.000149 
   7.81805   0.002662   0.000131 
   7.87854   0.002336   0.000156 
   7.93902   0.002503   0.000136 
   7.99951   0.002509   0.000122 
   8.05999   0.002377   0.000112 
   8.12047   0.002611   0.000111 
   8.18096   0.002460   0.000118 
   8.24144   0.002268   0.000108 
   8.30192   0.002344   0.000115 
   8.36241   0.002224   0.000108 
   8.42289   0.002092   0.000107 
   8.48337   0.002152   0.000106 
   8.54386   0.002255   0.000110 
   8.60434   0.002065   0.000133 
   8.66483   0.002233   0.000120 
   8.72531   0.002192   0.000119 
