#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.004442   0.001167 
   5.24749   0.005142   0.001096 
   5.27773   0.005280   0.001167 
   5.30797   0.005726   0.000940 
   5.33821   0.005191   0.000976 
   5.36846   0.005601   0.001011 
   5.39870   0.005846   0.001034 
   5.42894   0.006483   0.001083 
   5.45918   0.006149   0.000931 
   5.48942   0.005048   0.000949 
   5.51967   0.006144   0.000856 
   5.54991   0.004420   0.000887 
   5.58015   0.004460   0.000873 
   5.61039   0.005129   0.000887 
   5.64063   0.005588   0.000838 
   5.67088   0.004425   0.000842 
   5.70112   0.005957   0.000820 
   5.73136   0.004924   0.000815 
   5.76160   0.004803   0.000856 
   5.79184   0.005561   0.000891 
   5.82209   0.005391   0.000900 
   5.85233   0.005917   0.000891 
   5.88257   0.004634   0.000873 
   5.91281   0.004028   0.000896 
   5.94305   0.005236   0.001203 
   5.97330   0.005761   0.000958 
   6.00354   0.004794   0.000833 
   6.03378   0.005418   0.000913 
   6.06402   0.005730   0.000940 
   6.09426   0.005316   0.000833 
   6.12451   0.006341   0.000771 
   6.15475   0.005899   0.000829 
   6.18499   0.004482   0.000829 
   6.21523   0.005133   0.000815 
   6.24547   0.005271   0.000829 
   6.27572   0.006118   0.000847 
   6.30596   0.004866   0.000918 
   6.33620   0.005819   0.000909 
   6.36644   0.005681   0.000985 
   6.39668   0.005886   0.000913 
   6.42693   0.005708   0.001034 
   6.45717   0.004242   0.000891 
   6.48741   0.004750   0.000905 
   6.51765   0.004732   0.000918 
   6.54789   0.005748   0.001074 
   6.57814   0.004870   0.001016 
   6.60838   0.005062   0.001203 
   6.63862   0.004598   0.001145 
   6.66886   0.004024   0.001118 
   6.69910   0.004990   0.001069 
   6.72935   0.005209   0.001069 
   6.75959   0.003992   0.001123 
   6.78983   0.003743   0.001132 
   6.82007   0.005276   0.001252 
   6.85031   0.004933   0.001167 
   6.88056   0.004184   0.001158 
   6.91080   0.004826   0.001185 
   6.94104   0.004416   0.001297 
   6.97128   0.004344   0.001435 
   7.00152   0.004215   0.001372 
   7.03177   0.003199   0.001782 
   7.06201   0.004679   0.001497 
   7.09225   0.004496   0.001439 
   7.12249   0.005325   0.001502 
