#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.002305   0.000190 
   5.24749   0.002083   0.000250 
   5.27773   0.002144   0.000248 
   5.30797   0.002124   0.000151 
   5.33821   0.002184   0.000185 
   5.36846   0.002414   0.000145 
   5.39870   0.002124   0.000157 
   5.42894   0.002089   0.000175 
   5.45918   0.001977   0.000218 
   5.48942   0.001806   0.000135 
   5.51967   0.002047   0.000123 
   5.54991   0.002001   0.000134 
   5.58015   0.001973   0.000133 
   5.61039   0.001993   0.000139 
   5.64063   0.002053   0.000136 
   5.67088   0.002037   0.000126 
   5.70112   0.001724   0.000126 
   5.73136   0.001929   0.000121 
   5.76160   0.002112   0.000126 
   5.79184   0.002023   0.000129 
   5.82209   0.001964   0.000120 
   5.85233   0.001867   0.000134 
   5.88257   0.001820   0.000136 
   5.91281   0.001860   0.000125 
   5.94305   0.001902   0.000139 
   5.97330   0.002115   0.000127 
   6.00354   0.002220   0.000142 
   6.03378   0.002213   0.000203 
   6.06402   0.002169   0.000135 
   6.09426   0.002034   0.000129 
   6.12451   0.001876   0.000127 
   6.15475   0.001908   0.000132 
   6.18499   0.002091   0.000133 
   6.21523   0.002144   0.000133 
   6.24547   0.002254   0.000129 
   6.27572   0.002173   0.000135 
   6.30596   0.001962   0.000143 
   6.33620   0.002261   0.000149 
   6.36644   0.002255   0.000153 
   6.39668   0.001997   0.000152 
   6.42693   0.001853   0.000147 
   6.45717   0.001703   0.000152 
   6.48741   0.001495   0.000163 
   6.51765   0.001444   0.000181 
   6.54789   0.001534   0.000182 
   6.57814   0.001683   0.000175 
   6.60838   0.001336   0.000176 
   6.63862   0.001571   0.000172 
   6.66886   0.001218   0.000159 
   6.69910   0.001146   0.000159 
   6.72935   0.001530   0.000157 
   6.75959   0.001533   0.000170 
   6.78983   0.001352   0.000184 
   6.82007   0.001364   0.000212 
   6.85031   0.001274   0.000191 
   6.88056   0.001339   0.000190 
   6.91080   0.001593   0.000195 
   6.94104   0.001827   0.000248 
   6.97128   0.001782   0.000417 
   7.00152   0.001407   0.000196 
   7.03177   0.001347   0.000260 
   7.06201   0.001494   0.000232 
   7.09225   0.001534   0.000220 
   7.12249   0.001294   0.000203 
   7.15273   0.001453   0.000229 
   7.18298   0.001438   0.000220 
   7.21322   0.001449   0.000231 
   7.24346   0.001531   0.000266 
   7.27370   0.001305   0.000344 
   7.30394   0.001396   0.000255 
   7.33419   0.001233   0.000290 
   7.36443   0.001342   0.000264 
   7.39467   0.001402   0.000253 
   7.42491   0.001309   0.000262 
   7.45515   0.001397   0.000273 
   7.48540   0.001518   0.000284 
   7.51564   0.001270   0.000173 
   7.57612   0.001596   0.000168 
   7.63660   0.001585   0.000153 
   7.69709   0.001515   0.000142 
   7.75757   0.001405   0.000170 
   7.81805   0.001152   0.000168 
   7.87854   0.001082   0.000119 
   7.93902   0.001344   0.000169 
   7.99951   0.001485   0.000122 
   8.05999   0.001451   0.000107 
   8.12047   0.001105   0.000099 
   8.18096   0.001183   0.000103 
   8.24144   0.001418   0.000120 
   8.30192   0.001403   0.000164 
   8.36241   0.001352   0.000091 
   8.42289   0.001028   0.000090 
   8.48337   0.000992   0.000094 
   8.54386   0.001264   0.000095 
   8.60434   0.001232   0.000091 
   8.66483   0.001115   0.000100 
   8.72531   0.001055   0.000103 
   8.78579   0.001068   0.000102 
   8.84628   0.000966   0.000099 
   8.90676   0.001038   0.000098 
   8.96724   0.001211   0.000101 
   9.02773   0.000932   0.000106 
   9.08821   0.001076   0.000104 
   9.14869   0.001006   0.000106 
