#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000579   0.000055 
   5.24749   0.000720   0.000050 
   5.27773   0.000701   0.000054 
   5.30797   0.000624   0.000045 
   5.33821   0.000589   0.000063 
   5.36846   0.000553   0.000045 
   5.39870   0.000648   0.000044 
   5.42894   0.000535   0.000041 
   5.45918   0.000554   0.000041 
   5.48942   0.000437   0.000047 
   5.51967   0.000446   0.000048 
   5.54991   0.000417   0.000046 
   5.58015   0.000420   0.000049 
   5.61039   0.000412   0.000050 
   5.64063   0.000370   0.000054 
   5.67088   0.000380   0.000051 
   5.70112   0.000343   0.000037 
   5.73136   0.000350   0.000035 
   5.76160   0.000384   0.000035 
   5.79184   0.000368   0.000051 
   5.82209   0.000396   0.000047 
   5.85233   0.000329   0.000038 
   5.88257   0.000312   0.000041 
   5.91281   0.000376   0.000046 
   5.94305   0.000349   0.000047 
   5.97330   0.000336   0.000040 
   6.00354   0.000363   0.000036 
   6.03378   0.000350   0.000044 
   6.06402   0.000305   0.000038 
   6.09426   0.000383   0.000040 
   6.12451   0.000485   0.000041 
   6.15475   0.000392   0.000038 
   6.18499   0.000408   0.000047 
   6.21523   0.000436   0.000037 
   6.24547   0.000495   0.000046 
   6.27572   0.000442   0.000052 
   6.30596   0.000543   0.000049 
   6.33620   0.000413   0.000046 
   6.36644   0.000446   0.000054 
   6.39668   0.000382   0.000050 
   6.42693   0.000271   0.000046 
   6.45717   0.000366   0.000048 
   6.48741   0.000345   0.000042 
   6.51765   0.000255   0.000054 
   6.54789   0.000434   0.000054 
   6.57814   0.000280   0.000059 
   6.60838   0.000297   0.000066 
   6.63862   0.000313   0.000060 
   6.66886   0.000485   0.000056 
   6.69910   0.000349   0.000051 
   6.72935   0.000285   0.000054 
   6.75959   0.000388   0.000054 
   6.78983   0.000385   0.000058 
   6.82007   0.000350   0.000059 
   6.85031   0.000325   0.000062 
   6.88056   0.000453   0.000063 
   6.91080   0.000500   0.000066 
   6.94104   0.000354   0.000070 
   6.97128   0.000349   0.000086 
   7.00152   0.000275   0.000082 
   7.03177   0.000335   0.000076 
   7.06201   0.000301   0.000083 
   7.09225   0.000415   0.000068 
   7.12249   0.000383   0.000073 
   7.15273   0.000261   0.000068 
   7.18298   0.000355   0.000066 
   7.21322   0.000359   0.000070 
   7.24346   0.000297   0.000090 
   7.27370   0.000408   0.000076 
   7.30394   0.000381   0.000077 
   7.33419   0.000307   0.000082 
   7.36443   0.000314   0.000076 
   7.39467   0.000363   0.000082 
   7.42491   0.000205   0.000080 
   7.45515   0.000229   0.000070 
   7.48540   0.000201   0.000074 
   7.51564   0.000231   0.000040 
   7.57612   0.000264   0.000038 
   7.63660   0.000191   0.000036 
   7.69709   0.000255   0.000032 
   7.75757   0.000232   0.000029 
   7.81805   0.000293   0.000027 
   7.87854   0.000332   0.000027 
   7.93902   0.000313   0.000031 
   7.99951   0.000255   0.000025 
   8.05999   0.000360   0.000023 
   8.12047   0.000350   0.000023 
   8.18096   0.000335   0.000023 
   8.24144   0.000407   0.000023 
   8.30192   0.000428   0.000023 
   8.36241   0.000394   0.000022 
   8.42289   0.000379   0.000020 
   8.48337   0.000441   0.000020 
   8.54386   0.000474   0.000020 
   8.60434   0.000460   0.000021 
   8.66483   0.000431   0.000018 
   8.72531   0.000531   0.000017 
   8.78579   0.000476   0.000017 
   8.84628   0.000494   0.000019 
   8.90676   0.000490   0.000019 
   8.96724   0.000541   0.000019 
   9.02773   0.000571   0.000018 
