#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000933   0.000120 
   5.24749   0.000816   0.000122 
   5.27773   0.000891   0.000117 
   5.30797   0.000876   0.000105 
   5.33821   0.001059   0.000098 
   5.36846   0.000984   0.000099 
   5.39870   0.000795   0.000098 
   5.42894   0.000888   0.000095 
   5.45918   0.001024   0.000091 
   5.48942   0.001036   0.000084 
   5.51967   0.001036   0.000081 
   5.54991   0.001073   0.000084 
   5.58015   0.001064   0.000080 
   5.61039   0.001020   0.000085 
   5.64063   0.000914   0.000079 
   5.67088   0.000649   0.000075 
   5.70112   0.000651   0.000073 
   5.73136   0.000672   0.000074 
   5.76160   0.000927   0.000076 
   5.79184   0.000781   0.000076 
   5.82209   0.000663   0.000079 
   5.85233   0.000856   0.000080 
   5.88257   0.000778   0.000082 
   5.91281   0.000767   0.000080 
   5.94305   0.000790   0.000080 
   5.97330   0.000749   0.000083 
   6.00354   0.000718   0.000079 
   6.03378   0.000762   0.000086 
   6.06402   0.000763   0.000087 
   6.09426   0.000841   0.000081 
   6.12451   0.000870   0.000084 
   6.15475   0.000874   0.000082 
   6.18499   0.000768   0.000083 
   6.21523   0.000838   0.000081 
   6.24547   0.000950   0.000085 
   6.27572   0.000949   0.000085 
   6.30596   0.001150   0.000094 
   6.33620   0.000953   0.000099 
   6.36644   0.000898   0.000102 
   6.39668   0.000545   0.000099 
   6.42693   0.000577   0.000101 
   6.45717   0.000802   0.000095 
   6.48741   0.000599   0.000095 
   6.51765   0.000753   0.000106 
   6.54789   0.000718   0.000119 
   6.57814   0.000543   0.000124 
   6.60838   0.000468   0.000131 
   6.63862   0.000519   0.000129 
   6.66886   0.000504   0.000122 
   6.69910   0.000562   0.000117 
   6.72935   0.000691   0.000118 
   6.75959   0.000682   0.000122 
   6.78983   0.000459   0.000137 
   6.82007   0.000491   0.000136 
   6.85031   0.000777   0.000138 
   6.88056   0.000721   0.000146 
   6.91080   0.000959   0.000147 
   6.94104   0.000696   0.000147 
   6.97128   0.000560   0.000162 
   7.00152   0.000849   0.000176 
   7.03177   0.000753   0.000174 
   7.06201   0.000694   0.000172 
   7.09225   0.000707   0.000161 
   7.12249   0.000649   0.000150 
   7.15273   0.000789   0.000144 
   7.18298   0.000971   0.000142 
   7.21322   0.000758   0.000153 
   7.24346   0.000546   0.000156 
   7.27370   0.000612   0.000166 
   7.30394   0.000852   0.000177 
   7.33419   0.000844   0.000184 
   7.36443   0.000772   0.000172 
   7.39467   0.000790   0.000171 
   7.42491   0.000804   0.000170 
   7.45515   0.000822   0.000169 
   7.48540   0.000799   0.000164 
   7.51564   0.000653   0.000070 
   7.57612   0.000668   0.000065 
   7.63660   0.000653   0.000062 
   7.69709   0.000598   0.000056 
   7.75757   0.000630   0.000050 
   7.81805   0.000656   0.000049 
   7.87854   0.000612   0.000048 
   7.93902   0.000614   0.000046 
   7.99951   0.000646   0.000042 
   8.05999   0.000628   0.000040 
   8.12047   0.000683   0.000040 
   8.18096   0.000685   0.000040 
   8.24144   0.000682   0.000040 
   8.30192   0.000679   0.000038 
   8.36241   0.000621   0.000036 
   8.42289   0.000593   0.000031 
   8.48337   0.000661   0.000032 
   8.54386   0.000637   0.000032 
   8.60434   0.000622   0.000030 
   8.66483   0.000641   0.000027 
   8.72531   0.000602   0.000027 
   8.78579   0.000569   0.000023 
   8.84628   0.000581   0.000024 
   8.90676   0.000562   0.000023 
   8.96724   0.000574   0.000023 
   9.02773   0.000575   0.000025 
   9.08821   0.000536   0.000023 
   9.14869   0.000558   0.000023 
   9.20918   0.000580   0.000024 
   9.26966   0.000526   0.000025 
   9.33015   0.000535   0.000025 
   9.39063   0.000539   0.000028 
   9.45111   0.000615   0.000029 
   9.51160   0.000581   0.000031 
   9.57208   0.000543   0.000031 
   9.63256   0.000511   0.000032 
   9.69305   0.000479   0.000033 
   9.75353   0.000521   0.000038 
   9.81401   0.000576   0.000038 
   9.87450   0.000559   0.000034 
   9.93498   0.000522   0.000033 
   9.99547   0.000511   0.000034 
  10.05595   0.000519   0.000034 
  10.11643   0.000468   0.000033 
  10.17692   0.000500   0.000034 
  10.23740   0.000495   0.000033 
  10.29788   0.000441   0.000034 
  10.35837   0.000484   0.000035 
  10.41885   0.000532   0.000035 
  10.47933   0.000536   0.000036 
  10.53982   0.000573   0.000037 
  10.60030   0.000457   0.000038 
  10.66079   0.000464   0.000039 
  10.72127   0.000499   0.000040 
  10.78175   0.000532   0.000042 
  10.84224   0.000517   0.000044 
  10.90272   0.000490   0.000046 
  10.96320   0.000510   0.000046 
  11.02369   0.000484   0.000050 
  11.08417   0.000507   0.000050 
  11.14465   0.000501   0.000050 
  11.20514   0.000495   0.000052 
  11.26562   0.000568   0.000053 
  11.32611   0.000489   0.000054 
  11.38659   0.000468   0.000054 
  11.44707   0.000421   0.000054 
  11.50756   0.000446   0.000056 
  11.56804   0.000317   0.000058 
  11.62852   0.000345   0.000058 
  11.68901   0.000280   0.000058 
  11.74949   0.000380   0.000059 
  11.80997   0.000303   0.000059 
  11.87046   0.000326   0.000058 
  11.93094   0.000428   0.000057 
  11.99143   0.000474   0.000056 
  12.05191   0.000341   0.000057 
  12.11239   0.000325   0.000058 
  12.17288   0.000433   0.000056 
  12.23336   0.000446   0.000056 
  12.29384   0.000447   0.000055 
  12.35433   0.000397   0.000056 
  12.41481   0.000404   0.000055 
  12.47529   0.000364   0.000056 
  12.53578   0.000342   0.000053 
  12.59626   0.000376   0.000053 
  12.65675   0.000276   0.000054 
  12.71723   0.000271   0.000056 
  12.77771   0.000362   0.000055 
  12.83820   0.000279   0.000056 
  12.89868   0.000288   0.000058 
  12.95916   0.000317   0.000058 
  13.01965   0.000344   0.000060 
  13.08013   0.000269   0.000064 
  13.14061   0.000295   0.000065 
  13.20110   0.000299   0.000067 
  13.26158   0.000254   0.000068 
  13.32206   0.000284   0.000070 
  13.38255   0.000274   0.000071 
  13.44303   0.000167   0.000074 
  13.50352   0.000284   0.000072 
  13.56400   0.000234   0.000072 
  13.62448   0.000383   0.000076 
  13.68497   0.000320   0.000077 
  13.74545   0.000193   0.000080 
  13.80593   0.000177   0.000081 
  13.86642   0.000286   0.000080 
  13.92690   0.000209   0.000083 
  13.98738   0.000313   0.000085 
  14.04787   0.000345   0.000085 
  14.10835   0.000280   0.000086 
  14.16884   0.000240   0.000086 
