#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.023309   0.000315 
   5.24749   0.023716   0.000307 
   5.27773   0.024331   0.000320 
   5.30797   0.025578   0.000310 
   5.33821   0.025653   0.000280 
   5.36846   0.022650   0.000288 
   5.39870   0.021936   0.000277 
   5.42894   0.020268   0.000253 
   5.45918   0.021109   0.000251 
   5.48942   0.020812   0.000239 
   5.51967   0.019982   0.000230 
   5.54991   0.018386   0.000225 
   5.58015   0.018579   0.000238 
   5.61039   0.019011   0.000284 
   5.64063   0.018149   0.000277 
   5.67088   0.018419   0.000226 
   5.70112   0.016895   0.000222 
   5.73136   0.016521   0.000221 
   5.76160   0.016752   0.000222 
   5.79184   0.017791   0.000324 
   5.82209   0.016682   0.000223 
   5.85233   0.016314   0.000220 
   5.88257   0.015773   0.000239 
   5.91281   0.016766   0.000250 
   5.94305   0.016764   0.000260 
   5.97330   0.017989   0.000231 
   6.00354   0.019784   0.000251 
   6.03378   0.018008   0.000364 
   6.06402   0.017864   0.000266 
   6.09426   0.020197   0.000241 
   6.12451   0.021002   0.000237 
   6.15475   0.020033   0.000248 
   6.18499   0.020294   0.000239 
   6.21523   0.021873   0.000246 
   6.24547   0.022867   0.000254 
   6.27572   0.023642   0.000272 
   6.30596   0.024273   0.000297 
   6.33620   0.022443   0.000281 
   6.36644   0.020285   0.000279 
   6.39668   0.018411   0.000276 
   6.42693   0.015473   0.000275 
   6.45717   0.014920   0.000271 
   6.48741   0.013735   0.000250 
   6.51765   0.014209   0.000264 
   6.54789   0.014066   0.000273 
   6.57814   0.013239   0.000299 
   6.60838   0.012299   0.000298 
   6.63862   0.013049   0.000277 
   6.66886   0.014765   0.000283 
   6.69910   0.015332   0.000278 
   6.72935   0.015276   0.000277 
   6.75959   0.015710   0.000296 
   6.78983   0.014795   0.000298 
   6.82007   0.014313   0.000329 
   6.85031   0.013764   0.000654 
   6.88056   0.015409   0.000371 
   6.91080   0.017361   0.000346 
   6.94104   0.016658   0.000359 
   6.97128   0.016184   0.000383 
   7.00152   0.016242   0.000386 
   7.03177   0.014796   0.000385 
   7.06201   0.014396   0.000370 
   7.09225   0.014834   0.000366 
   7.12249   0.014510   0.000329 
   7.15273   0.012876   0.000333 
   7.18298   0.013160   0.000328 
   7.21322   0.013802   0.000378 
   7.24346   0.012949   0.000353 
   7.27370   0.012343   0.000362 
   7.30394   0.012201   0.000380 
   7.33419   0.012019   0.000361 
   7.36443   0.011785   0.000360 
   7.39467   0.012330   0.000352 
   7.42491   0.011184   0.000377 
   7.45515   0.011200   0.000436 
   7.48540   0.012247   0.000779 
   7.51564   0.012797   0.000249 
   7.57612   0.013417   0.000246 
   7.63660   0.012876   0.000225 
   7.69709   0.011155   0.000205 
   7.75757   0.011136   0.000192 
   7.81805   0.012015   0.000195 
   7.87854   0.012400   0.000188 
   7.93902   0.013769   0.000187 
   7.99951   0.014128   0.000186 
   8.05999   0.014091   0.000179 
   8.12047   0.014636   0.000170 
   8.18096   0.014770   0.000170 
   8.24144   0.015245   0.000179 
   8.30192   0.014747   0.000193 
   8.36241   0.014842   0.000193 
   8.42289   0.016265   0.000172 
   8.48337   0.017216   0.000180 
