#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.002574   0.000272 
   5.24749   0.002299   0.000256 
   5.27773   0.002595   0.000264 
   5.30797   0.002315   0.000276 
   5.33821   0.002082   0.000229 
   5.36846   0.002528   0.000231 
   5.39870   0.002291   0.000265 
   5.42894   0.002480   0.000236 
   5.45918   0.002296   0.000205 
   5.48942   0.002152   0.000216 
   5.51967   0.002283   0.000199 
   5.54991   0.001946   0.000199 
   5.58015   0.001697   0.000199 
   5.61039   0.001781   0.000205 
   5.64063   0.002100   0.000199 
   5.67088   0.001854   0.000211 
   5.70112   0.001925   0.000206 
   5.73136   0.001886   0.000191 
   5.76160   0.001731   0.000198 
   5.79184   0.001942   0.000206 
   5.82209   0.001888   0.000201 
   5.85233   0.001925   0.000201 
   5.88257   0.002042   0.000196 
   5.91281   0.002029   0.000196 
   5.94305   0.001937   0.000215 
   5.97330   0.002134   0.000201 
   6.00354   0.002015   0.000210 
   6.03378   0.002124   0.000210 
   6.06402   0.002244   0.000224 
   6.09426   0.001859   0.000216 
   6.12451   0.001596   0.000209 
   6.15475   0.001785   0.000214 
   6.18499   0.001686   0.000223 
   6.21523   0.001859   0.000223 
   6.24547   0.002160   0.000215 
   6.27572   0.001940   0.000225 
   6.30596   0.001839   0.000241 
   6.33620   0.001846   0.000254 
   6.36644   0.001797   0.000261 
   6.39668   0.001710   0.000260 
   6.42693   0.001766   0.000260 
   6.45717   0.001744   0.000245 
   6.48741   0.001851   0.000247 
   6.51765   0.001579   0.000262 
   6.54789   0.001583   0.000277 
   6.57814   0.001367   0.000286 
   6.60838   0.001941   0.000303 
   6.63862   0.001798   0.000286 
   6.66886   0.001347   0.000279 
   6.69910   0.001455   0.000275 
   6.72935   0.001358   0.000276 
   6.75959   0.001827   0.000306 
   6.78983   0.001621   0.000323 
   6.82007   0.001410   0.000309 
   6.85031   0.001207   0.000325 
   6.88056   0.001301   0.000336 
   6.91080   0.001828   0.000338 
   6.94104   0.001623   0.000350 
   6.97128   0.001613   0.000370 
   7.00152   0.001447   0.000369 
   7.03177   0.001599   0.000377 
   7.06201   0.001761   0.000377 
   7.09225   0.001894   0.000389 
   7.12249   0.001505   0.000342 
   7.15273   0.001525   0.000343 
   7.18298   0.001542   0.000347 
   7.21322   0.001389   0.000372 
   7.24346   0.001648   0.000380 
   7.27370   0.001374   0.000412 
   7.30394   0.000994   0.000439 
   7.33419   0.001382   0.000440 
   7.36443   0.001331   0.000431 
   7.39467   0.001762   0.000411 
   7.42491   0.001385   0.000442 
   7.45515   0.001227   0.000442 
   7.48540   0.001279   0.000471 
   7.51564   0.001224   0.000140 
   7.57612   0.001559   0.000133 
   7.63660   0.001458   0.000127 
   7.69709   0.001234   0.000118 
   7.75757   0.001178   0.000107 
   7.81805   0.001039   0.000100 
   7.87854   0.001008   0.000100 
   7.93902   0.001286   0.000097 
   7.99951   0.001186   0.000089 
   8.05999   0.001225   0.000089 
   8.12047   0.001096   0.000092 
   8.18096   0.001284   0.000085 
   8.24144   0.001134   0.000084 
   8.30192   0.001088   0.000084 
   8.36241   0.000882   0.000081 
   8.42289   0.001137   0.000079 
   8.48337   0.001207   0.000080 
   8.54386   0.001118   0.000082 
   8.60434   0.001135   0.000107 
   8.66483   0.000937   0.000080 
   8.72531   0.001114   0.000081 
   8.78579   0.001003   0.000076 
   8.84628   0.001395   0.000075 
   8.90676   0.000868   0.000082 
   8.96724   0.001090   0.000081 
   9.02773   0.000767   0.000082 
   9.08821   0.001006   0.000082 
   9.14869   0.001150   0.000081 
   9.20918   0.000928   0.000084 
   9.26966   0.001115   0.000084 
   9.33015   0.001042   0.000083 
   9.39063   0.000942   0.000090 
   9.45111   0.000926   0.000090 
   9.51160   0.000866   0.000088 
   9.57208   0.001054   0.000085 
   9.63256   0.000737   0.000084 
   9.69305   0.001031   0.000089 
   9.75353   0.001090   0.000111 
   9.81401   0.001010   0.000103 
   9.87450   0.001068   0.000088 
   9.93498   0.000855   0.000084 
   9.99547   0.000781   0.000084 
  10.05595   0.000876   0.000080 
  10.11643   0.000962   0.000079 
  10.17692   0.001030   0.000081 
  10.23740   0.001060   0.000084 
  10.29788   0.000874   0.000080 
  10.35837   0.000775   0.000081 
  10.41885   0.000814   0.000083 
  10.47933   0.000838   0.000086 
  10.53982   0.000973   0.000088 
  10.60030   0.000998   0.000089 
  10.66079   0.000814   0.000095 
  10.72127   0.000900   0.000092 
  10.78175   0.000852   0.000094 
  10.84224   0.000849   0.000102 
  10.90272   0.000851   0.000104 
  10.96320   0.000857   0.000109 
  11.02369   0.000771   0.000108 
  11.08417   0.000870   0.000111 
  11.14465   0.000797   0.000109 
  11.20514   0.000893   0.000111 
  11.26562   0.000782   0.000117 
  11.32611   0.000593   0.000116 
  11.38659   0.000759   0.000116 
  11.44707   0.000627   0.000117 
  11.50756   0.000653   0.000122 
  11.56804   0.000888   0.000127 
  11.62852   0.000760   0.000126 
  11.68901   0.000649   0.000129 
  11.74949   0.000812   0.000128 
  11.80997   0.000607   0.000128 
  11.87046   0.000676   0.000129 
  11.93094   0.000828   0.000127 
  11.99143   0.000614   0.000129 
  12.05191   0.000491   0.000134 
  12.11239   0.000528   0.000134 
  12.17288   0.000636   0.000133 
  12.23336   0.000572   0.000128 
  12.29384   0.000606   0.000127 
  12.35433   0.000731   0.000131 
  12.41481   0.000571   0.000127 
  12.47529   0.000674   0.000131 
  12.53578   0.000658   0.000126 
  12.59626   0.000567   0.000124 
  12.65675   0.000345   0.000125 
  12.71723   0.000344   0.000127 
  12.77771   0.000455   0.000129 
  12.83820   0.000497   0.000132 
  12.89868   0.000632   0.000134 
  12.95916   0.000811   0.000138 
  13.01965   0.000653   0.000142 
  13.08013   0.000644   0.000149 
  13.14061   0.000836   0.000152 
