#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.008845   0.000673 
   5.24749   0.008191   0.000636 
   5.27773   0.008772   0.000647 
   5.30797   0.008955   0.000693 
   5.33821   0.008570   0.000592 
   5.36846   0.009374   0.000621 
   5.39870   0.008630   0.000573 
   5.42894   0.009115   0.000592 
   5.45918   0.009227   0.000538 
   5.48942   0.008650   0.000532 
   5.51967   0.008226   0.000507 
   5.54991   0.007625   0.000518 
   5.58015   0.008368   0.000524 
   5.61039   0.008949   0.000527 
   5.64063   0.008039   0.000523 
   5.67088   0.007563   0.000509 
   5.70112   0.007774   0.000502 
   5.73136   0.008849   0.000516 
   5.76160   0.007491   0.000498 
   5.79184   0.007726   0.000503 
   5.82209   0.008108   0.000507 
   5.85233   0.006932   0.000519 
   5.88257   0.007390   0.000557 
   5.91281   0.007377   0.000516 
   5.94305   0.007411   0.000512 
   5.97330   0.008507   0.000538 
   6.00354   0.007373   0.000546 
   6.03378   0.007708   0.000543 
   6.06402   0.008301   0.000587 
   6.09426   0.008110   0.000676 
   6.12451   0.008291   0.000543 
   6.15475   0.008286   0.000556 
   6.18499   0.008027   0.000665 
   6.21523   0.008407   0.000567 
   6.24547   0.008158   0.000623 
   6.27572   0.007564   0.000603 
   6.30596   0.007667   0.000619 
   6.33620   0.008645   0.000641 
   6.36644   0.008456   0.000636 
   6.39668   0.007760   0.000655 
   6.42693   0.006994   0.000632 
   6.45717   0.006997   0.000629 
   6.48741   0.006379   0.000643 
   6.51765   0.005671   0.000662 
   6.54789   0.005466   0.000686 
   6.57814   0.006283   0.000879 
   6.60838   0.006433   0.000937 
   6.63862   0.006485   0.000853 
   6.66886   0.005514   0.000814 
   6.69910   0.005728   0.000711 
   6.72935   0.005853   0.000700 
   6.75959   0.006481   0.000738 
   6.78983   0.006789   0.000810 
   6.82007   0.006453   0.000801 
   6.85031   0.006582   0.000899 
   6.88056   0.005368   0.000942 
   6.91080   0.006505   0.000912 
   6.94104   0.005378   0.000946 
   6.97128   0.006446   0.000984 
   7.00152   0.005831   0.000981 
   7.03177   0.006105   0.000985 
   7.06201   0.005802   0.000985 
   7.09225   0.006071   0.000949 
   7.12249   0.005804   0.000876 
   7.15273   0.004759   0.000868 
   7.18298   0.005863   0.000884 
   7.21322   0.004972   0.000921 
   7.24346   0.004251   0.000973 
   7.27370   0.005486   0.001212 
   7.30394   0.005495   0.001071 
   7.33419   0.005826   0.001074 
   7.36443   0.005869   0.001078 
   7.39467   0.005595   0.001048 
   7.42491   0.004799   0.001071 
   7.45515   0.004919   0.001113 
   7.48540   0.005163   0.001215 
   7.51564   0.005196   0.000618 
   7.57612   0.004650   0.000559 
   7.63660   0.005062   0.000589 
   7.69709   0.004283   0.000503 
   7.75757   0.002868   0.000460 
   7.81805   0.003728   0.000441 
   7.87854   0.003544   0.000439 
   7.93902   0.003431   0.000432 
   7.99951   0.004179   0.000405 
   8.05999   0.004393   0.000412 
   8.12047   0.003422   0.000414 
   8.18096   0.003521   0.000385 
   8.24144   0.004632   0.000382 
   8.30192   0.004536   0.000383 
   8.36241   0.003999   0.000418 
   8.42289   0.003416   0.000394 
   8.48337   0.003854   0.000373 
   8.54386   0.003797   0.000385 
   8.60434   0.003230   0.000389 
   8.66483   0.003896   0.000408 
   8.72531   0.002659   0.000389 
   8.78579   0.002778   0.000393 
   8.84628   0.003575   0.000368 
   8.90676   0.004246   0.000389 
   8.96724   0.003674   0.000382 
   9.02773   0.003441   0.000387 
   9.08821   0.003077   0.000387 
   9.14869   0.003229   0.000396 
   9.20918   0.003197   0.000445 
   9.26966   0.003378   0.000393 
   9.33015   0.002206   0.000384 
   9.39063   0.002971   0.000430 
   9.45111   0.002396   0.000431 
   9.51160   0.002603   0.000405 
   9.57208   0.002116   0.000389 
   9.63256   0.002909   0.000389 
   9.69305   0.003251   0.000399 
   9.75353   0.002909   0.000497 
   9.81401   0.002834   0.000468 
   9.87450   0.002509   0.000386 
   9.93498   0.002695   0.000377 
   9.99547   0.003503   0.000423 
  10.05595   0.003305   0.000404 
  10.11643   0.002777   0.000349 
  10.17692   0.002643   0.000353 
  10.23740   0.003299   0.000370 
  10.29788   0.003890   0.000365 
  10.35837   0.002716   0.000364 
  10.41885   0.002425   0.000377 
  10.47933   0.003162   0.000388 
  10.53982   0.003127   0.000392 
  10.60030   0.003295   0.000414 
  10.66079   0.002955   0.000428 
  10.72127   0.002532   0.000421 
  10.78175   0.003215   0.000440 
  10.84224   0.003141   0.000451 
  10.90272   0.002262   0.000491 
  10.96320   0.002147   0.000501 
  11.02369   0.002817   0.000489 
  11.08417   0.003426   0.000492 
  11.14465   0.003648   0.000515 
  11.20514   0.003036   0.000533 
  11.26562   0.001997   0.000505 
  11.32611   0.002302   0.000502 
  11.38659   0.003224   0.000501 
  11.44707   0.003082   0.000495 
  11.50756   0.002030   0.000515 
  11.56804   0.001653   0.000546 
  11.62852   0.003206   0.000543 
  11.68901   0.002818   0.000562 
  11.74949   0.002268   0.000563 
  11.80997   0.002120   0.000542 
  11.87046   0.002007   0.000534 
  11.93094   0.001550   0.000550 
  11.99143   0.002761   0.000556 
  12.05191   0.002498   0.000561 
  12.11239   0.002337   0.000562 
  12.17288   0.002797   0.000535 
  12.23336   0.002736   0.000525 
  12.29384   0.002213   0.000557 
  12.35433   0.001593   0.000563 
  12.41481   0.002691   0.000542 
  12.47529   0.002771   0.000552 
  12.53578   0.002521   0.000534 
  12.59626   0.002412   0.000543 
  12.65675   0.002697   0.000540 
  12.71723   0.002521   0.000546 
  12.77771   0.002771   0.000559 
  12.83820   0.002759   0.000596 
  12.89868   0.001811   0.000584 
  12.95916   0.002259   0.000599 
  13.01965   0.002440   0.000625 
  13.08013   0.002752   0.000646 
  13.14061   0.002521   0.000661 
  13.20110   0.003481   0.000778 
  13.26158   0.003119   0.000731 
  13.32206   0.002988   0.000730 
  13.38255   0.003061   0.000733 
  13.44303   0.002941   0.000775 
  13.50352   0.003188   0.000756 
  13.56400   0.002602   0.000798 
  13.62448   0.001857   0.000773 
  13.68497   0.002425   0.000853 
  13.74545   0.003419   0.000865 
  13.80593   0.002023   0.000888 
  13.86642   0.001556   0.000849 
  13.92690   0.001850   0.000877 
  13.98738   0.002589   0.000902 
  14.04787   0.002511   0.000898 
  14.10835   0.001936   0.000958 
  14.16884   0.002186   0.000975 
