#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.003361   0.000195 
   5.24749   0.003129   0.000152 
   5.27773   0.002976   0.000152 
   5.30797   0.003021   0.000139 
   5.33821   0.002843   0.000136 
   5.36846   0.002584   0.000133 
   5.39870   0.002543   0.000137 
   5.42894   0.002390   0.000144 
   5.45918   0.002550   0.000215 
   5.48942   0.002614   0.000134 
   5.51967   0.002577   0.000121 
   5.54991   0.002198   0.000128 
   5.58015   0.002275   0.000122 
   5.61039   0.002378   0.000132 
   5.64063   0.002239   0.000123 
   5.67088   0.002186   0.000124 
   5.70112   0.002131   0.000121 
   5.73136   0.001998   0.000124 
   5.76160   0.002164   0.000132 
   5.79184   0.002145   0.000123 
   5.82209   0.001892   0.000124 
   5.85233   0.001928   0.000118 
   5.88257   0.002171   0.000120 
   5.91281   0.002134   0.000119 
   5.94305   0.002177   0.000132 
   5.97330   0.002029   0.000131 
   6.00354   0.002195   0.000140 
   6.03378   0.002193   0.000146 
   6.06402   0.002227   0.000128 
   6.09426   0.002318   0.000135 
   6.12451   0.002410   0.000121 
   6.15475   0.002282   0.000131 
   6.18499   0.002393   0.000128 
   6.21523   0.002574   0.000126 
   6.24547   0.002609   0.000129 
   6.27572   0.002702   0.000129 
   6.30596   0.002671   0.000138 
   6.33620   0.002497   0.000155 
   6.36644   0.001993   0.000172 
   6.39668   0.001780   0.000143 
   6.42693   0.001744   0.000134 
   6.45717   0.001583   0.000134 
   6.48741   0.001443   0.000138 
   6.51765   0.001465   0.000153 
   6.54789   0.001933   0.000149 
   6.57814   0.001606   0.000162 
   6.60838   0.001579   0.000167 
   6.63862   0.001628   0.000168 
   6.66886   0.001760   0.000156 
   6.69910   0.001909   0.000153 
   6.72935   0.001962   0.000153 
   6.75959   0.002020   0.000191 
   6.78983   0.001876   0.000233 
   6.82007   0.001912   0.000180 
   6.85031   0.001811   0.000195 
   6.88056   0.001792   0.000193 
   6.91080   0.001926   0.000190 
   6.94104   0.001808   0.000291 
   6.97128   0.001621   0.000297 
   7.00152   0.001973   0.000417 
   7.03177   0.001555   0.000226 
   7.06201   0.001826   0.000226 
   7.09225   0.001666   0.000303 
   7.12249   0.001961   0.000269 
   7.15273   0.001901   0.000262 
   7.18298   0.001782   0.000214 
   7.21322   0.001525   0.000239 
   7.24346   0.001618   0.000234 
   7.27370   0.001559   0.000239 
   7.30394   0.001683   0.000257 
   7.33419   0.001423   0.000257 
   7.36443   0.001182   0.000239 
   7.39467   0.001371   0.000242 
   7.42491   0.001175   0.000387 
   7.45515   0.001136   0.000329 
   7.48540   0.001199   0.000276 
   7.51564   0.001447   0.000153 
   7.57612   0.001694   0.000151 
   7.63660   0.001368   0.000139 
   7.69709   0.001030   0.000120 
   7.75757   0.001292   0.000120 
   7.81805   0.001612   0.000126 
   7.87854   0.001500   0.000106 
   7.93902   0.001496   0.000104 
   7.99951   0.001686   0.000099 
   8.05999   0.001510   0.000098 
   8.12047   0.001570   0.000095 
   8.18096   0.001618   0.000090 
   8.24144   0.001599   0.000094 
   8.30192   0.001500   0.000097 
   8.36241   0.001703   0.000117 
   8.42289   0.001847   0.000101 
   8.48337   0.001998   0.000090 
   8.54386   0.002121   0.000097 
   8.60434   0.002012   0.000100 
   8.66483   0.002069   0.000103 
   8.72531   0.002128   0.000102 
   8.78579   0.002155   0.000098 
   8.84628   0.002404   0.000098 
   8.90676   0.002107   0.000152 
   8.96724   0.002456   0.000104 
   9.02773   0.002413   0.000115 
   9.08821   0.002464   0.000146 
   9.14869   0.002402   0.000127 
   9.20918   0.002482   0.000111 
   9.26966   0.002661   0.000122 
   9.33015   0.002797   0.000144 
   9.39063   0.002546   0.000171 
   9.45111   0.002902   0.000137 
   9.51160   0.002997   0.000127 
   9.57208   0.003024   0.000115 
   9.63256   0.003055   0.000114 
   9.69305   0.003036   0.000118 
   9.75353   0.002982   0.000140 
   9.81401   0.002917   0.000131 
   9.87450   0.002962   0.000117 
   9.93498   0.002831   0.000105 
   9.99547   0.002962   0.000106 
  10.05595   0.002863   0.000103 
  10.11643   0.002684   0.000105 
  10.17692   0.003037   0.000099 
  10.23740   0.002834   0.000104 
  10.29788   0.002247   0.000109 
  10.35837   0.002041   0.000122 
  10.41885   0.001883   0.000114 
  10.47933   0.002002   0.000117 
