#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.008398   0.000078 
   5.24749   0.008519   0.000074 
   5.27773   0.008431   0.000074 
   5.30797   0.008749   0.000079 
   5.33821   0.008618   0.000083 
   5.36846   0.008325   0.000079 
   5.39870   0.008097   0.000076 
   5.42894   0.008150   0.000073 
   5.45918   0.008121   0.000062 
   5.48942   0.007933   0.000073 
   5.51967   0.007995   0.000058 
   5.54991   0.007715   0.000065 
   5.58015   0.007855   0.000063 
   5.61039   0.007958   0.000067 
   5.64063   0.007919   0.000066 
   5.67088   0.007761   0.000076 
   5.70112   0.007401   0.000062 
   5.73136   0.007543   0.000062 
   5.76160   0.007443   0.000071 
   5.79184   0.007479   0.000076 
   5.82209   0.007329   0.000068 
   5.85233   0.007388   0.000063 
   5.88257   0.007322   0.000064 
   5.91281   0.007489   0.000069 
   5.94305   0.007453   0.000060 
   5.97330   0.007741   0.000065 
   6.00354   0.007911   0.000066 
   6.03378   0.007688   0.000069 
   6.06402   0.007950   0.000075 
   6.09426   0.008079   0.000067 
   6.12451   0.008124   0.000069 
   6.15475   0.008038   0.000076 
   6.18499   0.008079   0.000069 
   6.21523   0.008233   0.000074 
   6.24547   0.008228   0.000067 
   6.27572   0.008382   0.000070 
   6.30596   0.008280   0.000089 
   6.33620   0.008154   0.000089 
   6.36644   0.007988   0.000091 
   6.39668   0.007566   0.000080 
   6.42693   0.007247   0.000093 
   6.45717   0.006710   0.000089 
   6.48741   0.006237   0.000080 
   6.51765   0.006299   0.000077 
   6.54789   0.006128   0.000086 
   6.57814   0.005808   0.000093 
   6.60838   0.005681   0.000082 
   6.63862   0.005832   0.000081 
   6.66886   0.005966   0.000093 
   6.69910   0.005993   0.000092 
   6.72935   0.005987   0.000075 
   6.75959   0.005992   0.000111 
   6.78983   0.005880   0.000129 
   6.82007   0.005675   0.000112 
   6.85031   0.005659   0.000099 
   6.88056   0.006032   0.000093 
   6.91080   0.006088   0.000138 
   6.94104   0.006048   0.000130 
   6.97128   0.006089   0.000101 
   7.00152   0.005826   0.000109 
   7.03177   0.005855   0.000112 
   7.06201   0.005836   0.000146 
   7.09225   0.005847   0.000132 
   7.12249   0.005878   0.000102 
   7.15273   0.005941   0.000100 
   7.18298   0.006011   0.000109 
   7.21322   0.005730   0.000104 
   7.24346   0.005700   0.000106 
   7.27370   0.005720   0.000125 
   7.30394   0.005889   0.000110 
   7.33419   0.005755   0.000122 
   7.36443   0.005626   0.000132 
   7.39467   0.005819   0.000163 
   7.42491   0.005888   0.000141 
   7.45515   0.005569   0.000128 
   7.48540   0.005732   0.000123 
   7.51564   0.005779   0.000082 
   7.57612   0.005646   0.000073 
   7.63660   0.005657   0.000072 
   7.69709   0.005465   0.000063 
   7.75757   0.005379   0.000053 
   7.81805   0.005301   0.000057 
   7.87854   0.005145   0.000062 
   7.93902   0.005034   0.000054 
   7.99951   0.005066   0.000061 
   8.05999   0.004888   0.000052 
   8.12047   0.004527   0.000050 
   8.18096   0.004461   0.000050 
   8.24144   0.004489   0.000050 
   8.30192   0.004388   0.000056 
   8.36241   0.004150   0.000048 
   8.42289   0.004093   0.000051 
   8.48337   0.004020   0.000050 
   8.54386   0.003979   0.000054 
   8.60434   0.003791   0.000054 
   8.66483   0.003780   0.000052 
   8.72531   0.003696   0.000053 
   8.78579   0.003495   0.000052 
   8.84628   0.003508   0.000051 
   8.90676   0.003458   0.000050 
   8.96724   0.003317   0.000052 
   9.02773   0.003414   0.000055 
   9.08821   0.003421   0.000054 
   9.14869   0.003342   0.000058 
   9.20918   0.003302   0.000062 
   9.26966   0.003395   0.000056 
   9.33015   0.003349   0.000058 
   9.39063   0.003362   0.000058 
   9.45111   0.003296   0.000058 
   9.51160   0.003372   0.000063 
   9.57208   0.003400   0.000062 
   9.63256   0.003361   0.000064 
   9.69305   0.003364   0.000062 
   9.75353   0.003255   0.000061 
   9.81401   0.003294   0.000060 
   9.87450   0.003377   0.000055 
   9.93498   0.003443   0.000052 
   9.99547   0.003314   0.000054 
  10.05595   0.003352   0.000051 
  10.11643   0.003456   0.000052 
  10.17692   0.003463   0.000051 
  10.23740   0.003419   0.000053 
