#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.003761   0.000266 
   5.24749   0.003730   0.000268 
   5.27773   0.003536   0.000284 
   5.30797   0.003798   0.000290 
   5.33821   0.003928   0.000215 
   5.36846   0.003938   0.000217 
   5.39870   0.003767   0.000239 
   5.42894   0.003272   0.000230 
   5.45918   0.003294   0.000201 
   5.48942   0.003275   0.000278 
   5.51967   0.002926   0.000203 
   5.54991   0.002971   0.000196 
   5.58015   0.003045   0.000199 
   5.61039   0.003366   0.000433 
   5.64063   0.003603   0.000210 
   5.67088   0.003366   0.000211 
   5.70112   0.003248   0.000203 
   5.73136   0.003267   0.000206 
   5.76160   0.002997   0.000204 
   5.79184   0.003229   0.000198 
   5.82209   0.003366   0.000229 
   5.85233   0.003177   0.000198 
   5.88257   0.003031   0.000199 
   5.91281   0.003242   0.000199 
   5.94305   0.003517   0.000211 
   5.97330   0.003705   0.000220 
   6.00354   0.003435   0.000254 
   6.03378   0.003320   0.000256 
   6.06402   0.003669   0.000225 
   6.09426   0.003442   0.000237 
   6.12451   0.003792   0.000213 
   6.15475   0.003682   0.000223 
   6.18499   0.003299   0.000244 
   6.21523   0.003717   0.000268 
   6.24547   0.003490   0.000254 
   6.27572   0.003356   0.000242 
   6.30596   0.003256   0.000247 
   6.33620   0.003607   0.000256 
   6.36644   0.003378   0.000259 
   6.39668   0.003337   0.000271 
   6.42693   0.002648   0.000253 
   6.45717   0.002437   0.000302 
   6.48741   0.002328   0.000330 
   6.51765   0.002608   0.000258 
   6.54789   0.002232   0.000282 
   6.57814   0.002275   0.000352 
   6.60838   0.002760   0.000576 
   6.63862   0.002504   0.000289 
   6.66886   0.002619   0.000273 
   6.69910   0.002748   0.000459 
   6.72935   0.002655   0.000296 
   6.75959   0.002258   0.000299 
   6.78983   0.002004   0.000368 
   6.82007   0.001890   0.000332 
   6.85031   0.002208   0.000344 
   6.88056   0.002270   0.000326 
   6.91080   0.002163   0.000351 
   6.94104   0.002265   0.000428 
   6.97128   0.002595   0.000381 
   7.00152   0.002129   0.000387 
   7.03177   0.002536   0.000364 
   7.06201   0.002409   0.000375 
   7.09225   0.002626   0.000411 
   7.12249   0.002660   0.000454 
   7.15273   0.002626   0.000349 
   7.18298   0.002349   0.000357 
   7.21322   0.002260   0.000344 
   7.24346   0.002332   0.000383 
   7.27370   0.002450   0.000402 
   7.30394   0.002227   0.000414 
   7.33419   0.002385   0.000412 
   7.36443   0.002464   0.000431 
   7.39467   0.002605   0.000433 
   7.42491   0.002526   0.000421 
   7.45515   0.002323   0.000479 
   7.48540   0.002502   0.000469 
   7.51564   0.002031   0.000339 
   7.57612   0.001837   0.000311 
