#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.001008   0.000145 
   5.24749   0.001202   0.000138 
   5.27773   0.001223   0.000170 
   5.30797   0.001102   0.000132 
   5.33821   0.001354   0.000117 
   5.36846   0.001533   0.000122 
   5.39870   0.001543   0.000134 
   5.42894   0.001227   0.000099 
   5.45918   0.000978   0.000104 
   5.48942   0.001069   0.000246 
   5.51967   0.001153   0.000112 
   5.54991   0.000897   0.000230 
   5.58015   0.000946   0.000221 
   5.61039   0.001326   0.000094 
   5.64063   0.001109   0.000088 
   5.67088   0.001021   0.000101 
   5.70112   0.001080   0.000103 
   5.73136   0.001049   0.000086 
   5.76160   0.000915   0.000084 
   5.79184   0.001033   0.000083 
   5.82209   0.000916   0.000094 
   5.85233   0.000724   0.000095 
   5.88257   0.000946   0.000094 
   5.91281   0.001161   0.000086 
   5.94305   0.000953   0.000103 
   5.97330   0.000894   0.000091 
   6.00354   0.001258   0.000093 
   6.03378   0.001237   0.000100 
   6.06402   0.001225   0.000106 
   6.09426   0.001443   0.000126 
   6.12451   0.001553   0.000088 
   6.15475   0.001323   0.000088 
   6.18499   0.001058   0.000128 
   6.21523   0.000961   0.000163 
   6.24547   0.001190   0.000170 
   6.27572   0.001181   0.000135 
   6.30596   0.001317   0.000106 
   6.33620   0.001419   0.000127 
   6.36644   0.001030   0.000245 
   6.39668   0.001334   0.000100 
   6.42693   0.000923   0.000272 
   6.45717   0.001062   0.000101 
   6.48741   0.000804   0.000106 
   6.51765   0.001079   0.000123 
   6.54789   0.000911   0.000127 
   6.57814   0.000666   0.000137 
   6.60838   0.000754   0.000240 
   6.63862   0.000729   0.000220 
   6.66886   0.001119   0.000116 
   6.69910   0.000972   0.000116 
   6.72935   0.000680   0.000115 
   6.75959   0.000585   0.000128 
   6.78983   0.000926   0.000187 
   6.82007   0.000899   0.000126 
   6.85031   0.000691   0.000119 
   6.88056   0.001275   0.000133 
   6.91080   0.000830   0.000135 
   6.94104   0.000794   0.000138 
   6.97128   0.001146   0.000146 
   7.00152   0.001306   0.000177 
   7.03177   0.001016   0.000170 
   7.06201   0.001131   0.000152 
   7.09225   0.000842   0.000169 
   7.12249   0.000738   0.000398 
   7.15273   0.000661   0.000298 
   7.18298   0.000939   0.000145 
   7.21322   0.000912   0.000139 
   7.24346   0.001033   0.000147 
   7.27370   0.000703   0.000184 
   7.30394   0.000630   0.000175 
   7.33419   0.000918   0.000170 
   7.36443   0.001065   0.000181 
   7.39467   0.000872   0.000162 
   7.42491   0.000866   0.000389 
   7.45515   0.000580   0.000408 
   7.48540   0.000596   0.000141 
   7.51564   0.000729   0.000127 
   7.57612   0.001021   0.000121 
   7.63660   0.000946   0.000120 
   7.69709   0.000923   0.000166 
   7.75757   0.000547   0.000105 
   7.81805   0.000561   0.000095 
   7.87854   0.000657   0.000106 
   7.93902   0.000744   0.000089 
   7.99951   0.000709   0.000085 
   8.05999   0.000815   0.000076 
   8.12047   0.000744   0.000075 
   8.18096   0.000794   0.000076 
   8.24144   0.000776   0.000076 
   8.30192   0.000853   0.000085 
   8.36241   0.000863   0.000111 
   8.42289   0.000716   0.000094 
   8.48337   0.000835   0.000099 
   8.54386   0.000698   0.000121 
   8.60434   0.000569   0.000076 
   8.66483   0.000625   0.000063 
   8.72531   0.000656   0.000067 
   8.78579   0.000703   0.000070 
   8.84628   0.000915   0.000059 
   8.90676   0.000866   0.000070 
   8.96724   0.000811   0.000084 
   9.02773   0.000573   0.000083 
   9.08821   0.000610   0.000080 
   9.14869   0.000716   0.000064 
   9.20918   0.000915   0.000069 
   9.26966   0.000920   0.000094 
   9.33015   0.000979   0.000076 
   9.39063   0.000803   0.000072 
   9.45111   0.000735   0.000073 
   9.51160   0.000794   0.000110 
   9.57208   0.000867   0.000076 
   9.63256   0.000688   0.000067 
   9.69305   0.000699   0.000070 
   9.75353   0.000724   0.000118 
   9.81401   0.000475   0.000107 
   9.87450   0.000520   0.000070 
   9.93498   0.000813   0.000073 
   9.99547   0.000603   0.000080 
  10.05595   0.000453   0.000073 
  10.11643   0.000631   0.000076 
  10.17692   0.000753   0.000083 
  10.23740   0.000754   0.000081 
  10.29788   0.000819   0.000083 
  10.35837   0.000568   0.000081 
  10.41885   0.000608   0.000074 
  10.47933   0.000644   0.000079 
  10.53982   0.000485   0.000092 
  10.60030   0.000540   0.000103 
  10.66079   0.000707   0.000097 
  10.72127   0.000510   0.000086 
  10.78175   0.000547   0.000082 
