#  wl(um)    flux(Jy)  eflux(Jy) 
   5.21725   0.000990   0.000089 
   5.24749   0.001154   0.000077 
   5.27773   0.000994   0.000076 
   5.30797   0.000984   0.000070 
   5.33821   0.000909   0.000065 
   5.36846   0.000967   0.000068 
   5.39870   0.000998   0.000075 
   5.42894   0.000876   0.000070 
   5.45918   0.001011   0.000070 
   5.48942   0.001027   0.000062 
   5.51967   0.001068   0.000059 
   5.54991   0.000978   0.000058 
   5.58015   0.000963   0.000060 
   5.61039   0.000894   0.000067 
   5.64063   0.000810   0.000065 
   5.67088   0.000838   0.000058 
   5.70112   0.000822   0.000066 
   5.73136   0.000849   0.000058 
   5.76160   0.000999   0.000063 
   5.79184   0.000975   0.000059 
   5.82209   0.000775   0.000069 
   5.85233   0.000779   0.000082 
   5.88257   0.000914   0.000077 
   5.91281   0.001159   0.000116 
   5.94305   0.001024   0.000085 
   5.97330   0.001019   0.000089 
   6.00354   0.001020   0.000075 
   6.03378   0.000950   0.000088 
   6.06402   0.001088   0.000083 
   6.09426   0.001080   0.000077 
   6.12451   0.001062   0.000071 
   6.15475   0.000931   0.000069 
   6.18499   0.000802   0.000070 
   6.21523   0.000875   0.000068 
   6.24547   0.001079   0.000072 
   6.27572   0.001146   0.000068 
   6.30596   0.001150   0.000073 
   6.33620   0.001068   0.000094 
   6.36644   0.001090   0.000101 
   6.39668   0.000895   0.000084 
   6.42693   0.000982   0.000095 
   6.45717   0.000918   0.000080 
   6.48741   0.000869   0.000083 
   6.51765   0.000881   0.000089 
   6.54789   0.000814   0.000095 
   6.57814   0.000745   0.000103 
   6.60838   0.000777   0.000117 
   6.63862   0.000777   0.000098 
   6.66886   0.000845   0.000090 
   6.69910   0.000639   0.000086 
   6.72935   0.000681   0.000093 
   6.75959   0.000792   0.000118 
   6.78983   0.000927   0.000116 
   6.82007   0.000820   0.000108 
   6.85031   0.000752   0.000128 
   6.88056   0.000622   0.000135 
   6.91080   0.000763   0.000114 
   6.94104   0.000694   0.000116 
   6.97128   0.000673   0.000136 
   7.00152   0.000863   0.000132 
   7.03177   0.000857   0.000160 
   7.06201   0.000724   0.000139 
   7.09225   0.000685   0.000133 
   7.12249   0.000756   0.000118 
   7.15273   0.000790   0.000118 
   7.18298   0.000827   0.000132 
   7.21322   0.000592   0.000124 
   7.24346   0.000723   0.000133 
   7.27370   0.000841   0.000134 
   7.30394   0.000640   0.000140 
   7.33419   0.000803   0.000136 
   7.36443   0.000909   0.000140 
   7.39467   0.000915   0.000137 
   7.42491   0.000685   0.000153 
   7.45515   0.000874   0.000181 
   7.48540   0.000713   0.000167 
   7.51564   0.000661   0.000054 
   7.57612   0.000715   0.000054 
   7.63660   0.000755   0.000053 
   7.69709   0.000708   0.000051 
   7.75757   0.000851   0.000042 
   7.81805   0.000776   0.000038 
   7.87854   0.000613   0.000036 
   7.93902   0.000631   0.000036 
   7.99951   0.000587   0.000040 
   8.05999   0.000558   0.000040 
   8.12047   0.000694   0.000032 
   8.18096   0.000699   0.000036 
   8.24144   0.000696   0.000036 
   8.30192   0.000625   0.000032 
   8.36241   0.000592   0.000034 
   8.42289   0.000519   0.000036 
   8.48337   0.000510   0.000034 
   8.54386   0.000544   0.000038 
   8.60434   0.000573   0.000038 
   8.66483   0.000517   0.000037 
   8.72531   0.000571   0.000038 
   8.78579   0.000499   0.000037 
   8.84628   0.000435   0.000038 
   8.90676   0.000480   0.000039 
   8.96724   0.000536   0.000040 
   9.02773   0.000465   0.000041 
   9.08821   0.000444   0.000045 
   9.14869   0.000499   0.000044 
   9.20918   0.000545   0.000042 
   9.26966   0.000596   0.000042 
   9.33015   0.000555   0.000046 
   9.39063   0.000497   0.000046 
   9.45111   0.000556   0.000045 
   9.51160   0.000435   0.000049 
   9.57208   0.000503   0.000048 
   9.63256   0.000503   0.000046 
   9.69305   0.000413   0.000047 
   9.75353   0.000468   0.000053 
   9.81401   0.000607   0.000046 
   9.87450   0.000611   0.000045 
   9.93498   0.000542   0.000044 
   9.99547   0.000516   0.000047 
  10.05595   0.000495   0.000045 
  10.11643   0.000466   0.000045 
  10.17692   0.000477   0.000044 
  10.23740   0.000400   0.000044 
  10.29788   0.000431   0.000044 
  10.35837   0.000527   0.000042 
  10.41885   0.000536   0.000047 
  10.47933   0.000434   0.000045 
  10.53982   0.000440   0.000046 
  10.60030   0.000455   0.000047 
  10.66079   0.000483   0.000051 
  10.72127   0.000464   0.000049 
  10.78175   0.000505   0.000053 
  10.84224   0.000556   0.000054 
  10.90272   0.000474   0.000055 
  10.96320   0.000407   0.000055 
  11.02369   0.000481   0.000064 
  11.08417   0.000568   0.000058 
  11.14465   0.000562   0.000057 
  11.20514   0.000509   0.000060 
  11.26562   0.000416   0.000063 
  11.32611   0.000430   0.000066 
  11.38659   0.000420   0.000064 
  11.44707   0.000436   0.000066 
  11.50756   0.000382   0.000067 
  11.56804   0.000551   0.000068 
  11.62852   0.000446   0.000069 
  11.68901   0.000469   0.000065 
  11.74949   0.000440   0.000066 
  11.80997   0.000413   0.000066 
  11.87046   0.000506   0.000063 
  11.93094   0.000518   0.000066 
  11.99143   0.000473   0.000065 
  12.05191   0.000378   0.000066 
  12.11239   0.000447   0.000067 
  12.17288   0.000488   0.000067 
  12.23336   0.000349   0.000067 
  12.29384   0.000325   0.000068 
  12.35433   0.000485   0.000067 
  12.41481   0.000411   0.000067 
  12.47529   0.000387   0.000063 
  12.53578   0.000279   0.000063 
  12.59626   0.000335   0.000063 
  12.65675   0.000356   0.000066 
  12.71723   0.000320   0.000065 
  12.77771   0.000420   0.000066 
  12.83820   0.000434   0.000070 
  12.89868   0.000384   0.000068 
  12.95916   0.000334   0.000068 
  13.01965   0.000360   0.000072 
  13.08013   0.000389   0.000077 
  13.14061   0.000312   0.000075 
  13.20110   0.000343   0.000077 
  13.26158   0.000303   0.000082 
  13.32206   0.000262   0.000084 
  13.38255   0.000279   0.000087 
  13.44303   0.000238   0.000090 
  13.50352   0.000285   0.000094 
  13.56400   0.000364   0.000098 
  13.62448   0.000370   0.000090 
  13.68497   0.000398   0.000097 
  13.74545   0.000341   0.000092 
  13.80593   0.000340   0.000092 
  13.86642   0.000365   0.000097 
  13.92690   0.000262   0.000101 
  13.98738   0.000246   0.000098 
  14.04787   0.000367   0.000101 
  14.10835   0.000356   0.000104 
  14.16884   0.000352   0.000109 
